district,municipaly,year,week,count
Schwaz,Gallzein,2020,45,0
Schwaz,Gallzein,2020,46,0
Schwaz,Gallzein,2020,47,0
Schwaz,Gallzein,2020,48,0
Schwaz,Gallzein,2020,49,0
Schwaz,Gallzein,2020,50,0
Schwaz,Gallzein,2020,51,0
Schwaz,Gallzein,2020,52,0
Schwaz,Stans,2017,1,0
Schwaz,Stans,2017,2,0
Schwaz,Stans,2017,3,0
Schwaz,Stans,2017,4,0
Schwaz,Stans,2017,5,0
Schwaz,Stans,2017,6,0
Schwaz,Stans,2017,7,0
Schwaz,Stans,2017,8,1
Schwaz,Stans,2017,9,1
Schwaz,Stans,2017,10,0
Schwaz,Stans,2017,11,0
Schwaz,Stans,2017,12,0
Schwaz,Stans,2017,13,0
Schwaz,Stans,2017,14,0
Schwaz,Stans,2017,15,0
Schwaz,Stans,2017,16,0
Schwaz,Stans,2017,17,0
Schwaz,Stans,2017,18,0
Schwaz,Stans,2017,19,0
Schwaz,Stans,2017,20,0
Schwaz,Stans,2017,21,0
Schwaz,Stans,2017,22,0
Schwaz,Stans,2017,23,2
Schwaz,Stans,2017,24,0
Schwaz,Stans,2017,25,0
Schwaz,Stans,2017,26,0
Schwaz,Stans,2017,27,0
Schwaz,Stans,2017,28,0
Schwaz,Stans,2017,29,0
Schwaz,Stans,2017,30,0
Schwaz,Stans,2017,31,1
Schwaz,Stans,2017,32,0
Schwaz,Stans,2017,33,0
Schwaz,Stans,2017,34,0
Schwaz,Stans,2017,35,0
Schwaz,Stans,2017,36,0
Schwaz,Stans,2017,37,0
Schwaz,Stans,2017,38,0
Schwaz,Stans,2017,39,0
Schwaz,Stans,2017,40,0
Schwaz,Stans,2017,41,0
Schwaz,Stans,2017,42,0
Schwaz,Stans,2017,43,1
Schwaz,Stans,2017,44,0
Schwaz,Stans,2017,45,0
Schwaz,Stans,2017,46,0
Schwaz,Stans,2017,47,0
Schwaz,Stans,2017,48,0
Schwaz,Stans,2017,49,0
Schwaz,Stans,2017,50,0
Schwaz,Stans,2017,51,0
Schwaz,Stans,2017,52,0
Schwaz,Stans,2018,1,1
Schwaz,Stans,2018,2,0
Schwaz,Stans,2018,3,0
Schwaz,Stans,2018,4,1
Schwaz,Stans,2018,5,0
Schwaz,Stans,2018,6,0
Schwaz,Stans,2018,7,0
Schwaz,Stans,2018,8,0
Schwaz,Stans,2018,9,0
Schwaz,Stans,2018,10,2
Schwaz,Stans,2018,11,1
Schwaz,Stans,2018,12,0
Schwaz,Stans,2018,13,0
Schwaz,Stans,2018,14,0
Schwaz,Stans,2018,15,0
Schwaz,Stans,2018,16,1
Schwaz,Stans,2018,17,0
Schwaz,Stans,2018,18,0
Schwaz,Stans,2018,19,0
Schwaz,Stans,2018,20,1
Schwaz,Stans,2018,21,0
Schwaz,Stans,2018,22,0
Schwaz,Stans,2018,23,0
Schwaz,Stans,2018,24,0
Schwaz,Stans,2018,25,0
Schwaz,Stans,2018,26,0
Schwaz,Stans,2018,27,0
Schwaz,Stans,2018,28,0
Schwaz,Stans,2018,29,0
Schwaz,Stans,2018,30,0
Schwaz,Stans,2018,31,0
Schwaz,Stans,2018,32,0
Schwaz,Stans,2018,33,1
Schwaz,Stans,2018,34,1
Schwaz,Stans,2018,35,0
Schwaz,Stans,2018,36,0
Schwaz,Stans,2018,37,0
Schwaz,Stans,2018,38,0
Schwaz,Stans,2018,39,0
Schwaz,Stans,2018,40,0
Schwaz,Stans,2018,41,0
Schwaz,Stans,2018,42,0
Schwaz,Stans,2018,43,0
Schwaz,Stans,2018,44,1
Schwaz,Stans,2018,45,0
Schwaz,Stans,2018,46,0
Schwaz,Stans,2018,47,1
Schwaz,Stans,2018,48,0
Schwaz,Stans,2018,49,0
Schwaz,Stans,2018,50,1
Schwaz,Stans,2018,51,0
Schwaz,Stans,2018,52,0
Schwaz,Stans,2019,1,1
Schwaz,Stans,2019,2,1
Schwaz,Stans,2019,3,1
Schwaz,Stans,2019,4,0
Schwaz,Stans,2019,5,0
Schwaz,Stans,2019,6,2
Schwaz,Stans,2019,7,1
Schwaz,Stans,2019,8,1
Schwaz,Stans,2019,9,0
Schwaz,Stans,2019,10,0
Schwaz,Stans,2019,11,0
Schwaz,Stans,2019,12,0
Schwaz,Stans,2019,13,1
Schwaz,Stans,2019,14,0
Schwaz,Stans,2019,15,0
Schwaz,Stans,2019,16,0
Schwaz,Stans,2019,17,1
Schwaz,Stans,2019,18,1
Schwaz,Stans,2019,19,0
Schwaz,Stans,2019,20,0
Schwaz,Stans,2019,21,0
Schwaz,Stans,2019,22,0
Schwaz,Stans,2019,23,0
Schwaz,Stans,2019,24,0
Schwaz,Stans,2019,25,0
Schwaz,Stans,2019,26,1
Schwaz,Stans,2019,27,0
Schwaz,Stans,2019,28,0
Schwaz,Stans,2019,29,0
Schwaz,Stans,2019,30,2
Schwaz,Stans,2019,31,0
Schwaz,Stans,2019,32,2
Schwaz,Stans,2019,33,0
Schwaz,Stans,2019,34,0
Schwaz,Stans,2019,35,0
Schwaz,Stans,2019,36,1
Schwaz,Stans,2019,37,0
Schwaz,Stans,2019,38,0
Schwaz,Stans,2019,39,0
Schwaz,Stans,2019,40,0
Schwaz,Stans,2019,41,0
Schwaz,Stans,2019,42,0
Schwaz,Stans,2019,43,0
Schwaz,Stans,2019,44,0
Schwaz,Stans,2019,45,0
Schwaz,Stans,2019,46,0
Schwaz,Stans,2019,47,0
Schwaz,Stans,2019,48,0
Schwaz,Stans,2019,49,0
Schwaz,Stans,2019,50,0
Schwaz,Stans,2019,51,1
Schwaz,Stans,2019,52,1
Schwaz,Stans,2020,1,0
Schwaz,Stans,2020,2,0
Schwaz,Stans,2020,3,0
Schwaz,Stans,2020,4,0
Schwaz,Stans,2020,5,0
Schwaz,Stans,2020,6,0
Schwaz,Stans,2020,7,0
Schwaz,Stans,2020,8,0
Schwaz,Stans,2020,9,0
Schwaz,Stans,2020,10,0
Schwaz,Stans,2020,11,1
Schwaz,Stans,2020,12,1
Schwaz,Stans,2020,13,0
Schwaz,Stans,2020,14,1
Schwaz,Stans,2020,15,0
Schwaz,Stans,2020,16,0
Schwaz,Stans,2020,17,0
Schwaz,Stans,2020,18,0
Schwaz,Stans,2020,19,0
Schwaz,Stans,2020,20,0
Schwaz,Stans,2020,21,0
Schwaz,Stans,2020,22,0
Schwaz,Stans,2020,23,0
Schwaz,Stans,2020,24,0
Schwaz,Stans,2020,25,0
Schwaz,Stans,2020,26,0
Schwaz,Stans,2020,27,0
Schwaz,Stans,2020,28,0
Schwaz,Stans,2020,29,0
Schwaz,Stans,2020,30,0
Schwaz,Stans,2020,31,0
Schwaz,Stans,2020,32,0
Schwaz,Stans,2020,33,0
Schwaz,Stans,2020,34,0
Schwaz,Stans,2020,35,0
Schwaz,Stans,2020,36,0
Schwaz,Stans,2020,37,0
Schwaz,Stans,2020,38,0
Schwaz,Stans,2020,39,0
Schwaz,Stans,2020,40,0
Schwaz,Stans,2020,41,0
Schwaz,Stans,2020,42,0
Schwaz,Stans,2020,43,0
Schwaz,Stans,2020,44,0
Schwaz,Stans,2020,45,0
Schwaz,Stans,2020,46,0
Schwaz,Stans,2020,47,0
Schwaz,Stans,2020,48,0
Schwaz,Stans,2020,49,0
Schwaz,Stans,2020,50,0
Schwaz,Stans,2020,51,0
Schwaz,Stans,2020,52,0
Schwaz,Hippach,2017,1,1
Schwaz,Hippach,2017,2,1
Schwaz,Hippach,2017,3,0
Schwaz,Hippach,2017,4,3
Schwaz,Hippach,2017,5,0
Schwaz,Hippach,2017,6,0
Schwaz,Hippach,2017,7,2
Schwaz,Hippach,2017,8,1
Schwaz,Hippach,2017,9,0
Schwaz,Hippach,2017,10,0
Schwaz,Hippach,2017,11,1
Schwaz,Hippach,2017,12,1
Schwaz,Hippach,2017,13,0
Schwaz,Hippach,2017,14,0
Schwaz,Hippach,2017,15,0
Schwaz,Hippach,2017,16,0
Schwaz,Hippach,2017,17,0
Schwaz,Hippach,2017,18,0
Schwaz,Hippach,2017,19,1
Schwaz,Hippach,2017,20,0
Schwaz,Hippach,2017,21,0
Schwaz,Hippach,2017,22,0
Schwaz,Hippach,2017,23,0
Schwaz,Hippach,2017,24,1
Schwaz,Hippach,2017,25,0
Schwaz,Hippach,2017,26,0
Schwaz,Hippach,2017,27,1
Schwaz,Hippach,2017,28,0
Schwaz,Hippach,2017,29,0
Schwaz,Hippach,2017,30,1
Schwaz,Hippach,2017,31,1
Schwaz,Hippach,2017,32,1
Schwaz,Hippach,2017,33,0
Schwaz,Hippach,2017,34,2
Schwaz,Hippach,2017,35,0
Schwaz,Hippach,2017,36,1
Schwaz,Hippach,2017,37,0
Schwaz,Hippach,2017,38,1
Schwaz,Hippach,2017,39,0
Schwaz,Hippach,2017,40,0
Schwaz,Hippach,2017,41,0
Schwaz,Hippach,2017,42,1
Schwaz,Hippach,2017,43,0
Schwaz,Hippach,2017,44,0
Schwaz,Hippach,2017,45,0
Schwaz,Hippach,2017,46,1
Schwaz,Hippach,2017,47,0
Schwaz,Hippach,2017,48,1
Schwaz,Hippach,2017,49,0
Schwaz,Hippach,2017,50,0
Schwaz,Hippach,2017,51,0
Schwaz,Hippach,2017,52,0
Schwaz,Hippach,2018,1,1
Schwaz,Hippach,2018,2,1
Schwaz,Hippach,2018,3,1
Schwaz,Hippach,2018,4,0
Schwaz,Hippach,2018,5,1
Schwaz,Hippach,2018,6,0
Schwaz,Hippach,2018,7,0
Schwaz,Hippach,2018,8,0
Schwaz,Hippach,2018,9,0
Schwaz,Hippach,2018,10,1
Schwaz,Hippach,2018,11,1
Schwaz,Hippach,2018,12,0
Schwaz,Hippach,2018,13,0
Schwaz,Hippach,2018,14,1
Schwaz,Hippach,2018,15,0
Schwaz,Hippach,2018,16,0
Schwaz,Hippach,2018,17,2
Schwaz,Hippach,2018,18,0
Schwaz,Hippach,2018,19,0
Schwaz,Hippach,2018,20,0
Schwaz,Hippach,2018,21,2
Schwaz,Hippach,2018,22,1
Schwaz,Hippach,2018,23,0
Schwaz,Hippach,2018,24,1
Schwaz,Hippach,2018,25,0
Schwaz,Hippach,2018,26,0
Schwaz,Hippach,2018,27,3
Schwaz,Hippach,2018,28,0
Schwaz,Hippach,2018,29,0
Schwaz,Hippach,2018,30,0
Schwaz,Hippach,2018,31,0
Schwaz,Hippach,2018,32,1
Schwaz,Hippach,2018,33,0
Schwaz,Hippach,2018,34,0
Schwaz,Hippach,2018,35,1
Schwaz,Hippach,2018,36,0
Schwaz,Hippach,2018,37,0
Schwaz,Hippach,2018,38,0
Schwaz,Hippach,2018,39,1
Schwaz,Hippach,2018,40,0
Schwaz,Hippach,2018,41,0
Schwaz,Hippach,2018,42,0
Schwaz,Hippach,2018,43,0
Schwaz,Hippach,2018,44,0
Schwaz,Hippach,2018,45,0
Schwaz,Hippach,2018,46,1
Schwaz,Hippach,2018,47,0
Schwaz,Hippach,2018,48,1
Schwaz,Hippach,2018,49,0
Schwaz,Hippach,2018,50,0
Schwaz,Hippach,2018,51,0
Schwaz,Hippach,2018,52,0
Schwaz,Hippach,2019,1,0
Schwaz,Hippach,2019,2,1
Schwaz,Hippach,2019,3,1
Schwaz,Hippach,2019,4,1
Schwaz,Hippach,2019,5,1
Schwaz,Hippach,2019,6,0
Schwaz,Hippach,2019,7,1
Schwaz,Hippach,2019,8,0
Schwaz,Hippach,2019,9,0
Schwaz,Hippach,2019,10,0
Schwaz,Hippach,2019,11,1
Schwaz,Hippach,2019,12,2
Schwaz,Hippach,2019,13,0
Schwaz,Hippach,2019,14,1
Schwaz,Hippach,2019,15,1
Schwaz,Hippach,2019,16,0
Schwaz,Hippach,2019,17,0
Schwaz,Hippach,2019,18,0
Schwaz,Hippach,2019,19,1
Schwaz,Hippach,2019,20,0
Schwaz,Hippach,2019,21,0
Schwaz,Hippach,2019,22,0
Schwaz,Hippach,2019,23,0
Schwaz,Hippach,2019,24,1
Schwaz,Hippach,2019,25,0
Schwaz,Hippach,2019,26,1
Schwaz,Hippach,2019,27,1
Schwaz,Hippach,2019,28,0
Schwaz,Hippach,2019,29,0
Schwaz,Hippach,2019,30,0
Schwaz,Hippach,2019,31,0
Schwaz,Hippach,2019,32,2
Schwaz,Hippach,2019,33,0
Schwaz,Hippach,2019,34,1
Schwaz,Hippach,2019,35,0
Schwaz,Hippach,2019,36,0
Schwaz,Hippach,2019,37,1
Schwaz,Hippach,2019,38,1
Schwaz,Hippach,2019,39,1
Schwaz,Hippach,2019,40,0
Schwaz,Hippach,2019,41,0
Schwaz,Hippach,2019,42,0
Schwaz,Hippach,2019,43,1
Schwaz,Hippach,2019,44,0
Schwaz,Hippach,2019,45,1
Schwaz,Hippach,2019,46,1
Schwaz,Hippach,2019,47,0
Schwaz,Hippach,2019,48,0
Schwaz,Hippach,2019,49,2
Schwaz,Hippach,2019,50,0
Schwaz,Hippach,2019,51,2
Schwaz,Hippach,2019,52,0
Schwaz,Hippach,2020,1,2
Schwaz,Hippach,2020,2,0
Schwaz,Hippach,2020,3,1
Schwaz,Hippach,2020,4,1
Schwaz,Hippach,2020,5,0
Schwaz,Hippach,2020,6,0
Schwaz,Hippach,2020,7,1
Schwaz,Hippach,2020,8,0
Schwaz,Hippach,2020,9,0
Schwaz,Hippach,2020,10,0
Schwaz,Hippach,2020,11,1
Schwaz,Hippach,2020,12,1
Schwaz,Hippach,2020,13,1
Schwaz,Hippach,2020,14,0
Schwaz,Hippach,2020,15,0
Schwaz,Hippach,2020,16,0
Schwaz,Hippach,2020,17,0
Schwaz,Hippach,2020,18,0
Schwaz,Hippach,2020,19,0
Schwaz,Hippach,2020,20,0
Schwaz,Hippach,2020,21,0
Schwaz,Hippach,2020,22,0
Schwaz,Hippach,2020,23,0
Schwaz,Hippach,2020,24,0
Schwaz,Hippach,2020,25,0
Schwaz,Hippach,2020,26,0
Schwaz,Hippach,2020,27,0
Schwaz,Hippach,2020,28,0
Schwaz,Hippach,2020,29,0
Schwaz,Hippach,2020,30,0
Schwaz,Hippach,2020,31,0
Schwaz,Hippach,2020,32,0
Schwaz,Hippach,2020,33,0
Schwaz,Hippach,2020,34,0
Schwaz,Hippach,2020,35,0
Schwaz,Hippach,2020,36,0
Schwaz,Hippach,2020,37,0
Schwaz,Hippach,2020,38,0
Schwaz,Hippach,2020,39,0
Schwaz,Hippach,2020,40,0
Schwaz,Hippach,2020,41,0
Schwaz,Hippach,2020,42,0
Schwaz,Hippach,2020,43,0
Schwaz,Hippach,2020,44,0
Schwaz,Hippach,2020,45,0
Schwaz,Hippach,2020,46,0
Schwaz,Hippach,2020,47,0
Schwaz,Hippach,2020,48,0
Schwaz,Hippach,2020,49,0
Schwaz,Hippach,2020,50,0
Schwaz,Hippach,2020,51,0
Schwaz,Hippach,2020,52,0
Schwaz,Schlitters,2017,1,1
Schwaz,Schlitters,2017,2,0
Schwaz,Schlitters,2017,3,0
Schwaz,Schlitters,2017,4,0
Schwaz,Schlitters,2017,5,0
Schwaz,Schlitters,2017,6,0
Schwaz,Schlitters,2017,7,1
Schwaz,Schlitters,2017,8,0
Schwaz,Schlitters,2017,9,1
Schwaz,Schlitters,2017,10,0
Schwaz,Schlitters,2017,11,0
Schwaz,Schlitters,2017,12,0
Schwaz,Schlitters,2017,13,0
Schwaz,Schlitters,2017,14,0
Schwaz,Schlitters,2017,15,0
Schwaz,Schlitters,2017,16,0
Schwaz,Schlitters,2017,17,0
Schwaz,Schlitters,2017,18,1
Schwaz,Schlitters,2017,19,1
Schwaz,Schlitters,2017,20,0
Schwaz,Schlitters,2017,21,0
Schwaz,Schlitters,2017,22,0
Schwaz,Schlitters,2017,23,0
Schwaz,Schlitters,2017,24,0
Schwaz,Schlitters,2017,25,0
Schwaz,Schlitters,2017,26,0
Schwaz,Schlitters,2017,27,0
Schwaz,Schlitters,2017,28,0
Schwaz,Schlitters,2017,29,0
Schwaz,Schlitters,2017,30,1
Schwaz,Schlitters,2017,31,0
Schwaz,Schlitters,2017,32,0
Schwaz,Schlitters,2017,33,0
Schwaz,Schlitters,2017,34,0
Schwaz,Schlitters,2017,35,0
Schwaz,Schlitters,2017,36,0
Schwaz,Schlitters,2017,37,0
Schwaz,Schlitters,2017,38,1
Schwaz,Schlitters,2017,39,0
Schwaz,Schlitters,2017,40,1
Schwaz,Schlitters,2017,41,0
Schwaz,Schlitters,2017,42,0
Schwaz,Schlitters,2017,43,0
Schwaz,Schlitters,2017,44,0
Schwaz,Schlitters,2017,45,2
Schwaz,Schlitters,2017,46,0
Schwaz,Schlitters,2017,47,1
Schwaz,Schlitters,2017,48,0
Schwaz,Schlitters,2017,49,0
Schwaz,Schlitters,2017,50,0
Schwaz,Schlitters,2017,51,0
Schwaz,Schlitters,2017,52,0
Schwaz,Schlitters,2018,1,0
Schwaz,Schlitters,2018,2,0
Schwaz,Schlitters,2018,3,0
Schwaz,Schlitters,2018,4,0
Schwaz,Schlitters,2018,5,0
Schwaz,Schlitters,2018,6,0
Schwaz,Schlitters,2018,7,1
Schwaz,Schlitters,2018,8,0
Schwaz,Schlitters,2018,9,0
Schwaz,Schlitters,2018,10,1
Schwaz,Schlitters,2018,11,1
Schwaz,Schlitters,2018,12,0
Schwaz,Schlitters,2018,13,0
Schwaz,Schlitters,2018,14,0
Schwaz,Schlitters,2018,15,0
Schwaz,Schlitters,2018,16,0
Schwaz,Schlitters,2018,17,0
Schwaz,Schlitters,2018,18,0
Schwaz,Schlitters,2018,19,0
Schwaz,Schlitters,2018,20,0
Schwaz,Schlitters,2018,21,0
Schwaz,Schlitters,2018,22,0
Schwaz,Schlitters,2018,23,0
Schwaz,Schlitters,2018,24,0
Schwaz,Schlitters,2018,25,1
Schwaz,Schlitters,2018,26,0
Schwaz,Schlitters,2018,27,0
Schwaz,Schlitters,2018,28,0
Schwaz,Schlitters,2018,29,1
Schwaz,Schlitters,2018,30,0
Schwaz,Schlitters,2018,31,1
Schwaz,Schlitters,2018,32,0
Schwaz,Schlitters,2018,33,0
Schwaz,Schlitters,2018,34,0
Schwaz,Schlitters,2018,35,1
Schwaz,Schlitters,2018,36,0
Schwaz,Schlitters,2018,37,0
Schwaz,Schlitters,2018,38,0
Schwaz,Schlitters,2018,39,0
Schwaz,Schlitters,2018,40,0
Schwaz,Schlitters,2018,41,0
Schwaz,Schlitters,2018,42,0
Schwaz,Schlitters,2018,43,0
Schwaz,Schlitters,2018,44,0
Schwaz,Schlitters,2018,45,0
Schwaz,Schlitters,2018,46,0
Schwaz,Schlitters,2018,47,0
Schwaz,Schlitters,2018,48,0
Schwaz,Schlitters,2018,49,0
Schwaz,Schlitters,2018,50,0
Schwaz,Schlitters,2018,51,1
Schwaz,Schlitters,2018,52,2
Schwaz,Schlitters,2019,1,1
Schwaz,Schlitters,2019,2,0
Schwaz,Schlitters,2019,3,0
Schwaz,Schlitters,2019,4,0
Schwaz,Schlitters,2019,5,0
Schwaz,Schlitters,2019,6,0
Schwaz,Schlitters,2019,7,0
Schwaz,Schlitters,2019,8,0
Schwaz,Schlitters,2019,9,0
Schwaz,Schlitters,2019,10,0
Schwaz,Schlitters,2019,11,0
Schwaz,Schlitters,2019,12,0
Schwaz,Schlitters,2019,13,0
Schwaz,Schlitters,2019,14,0
Schwaz,Schlitters,2019,15,0
Schwaz,Schlitters,2019,16,0
Schwaz,Schlitters,2019,17,1
Schwaz,Schlitters,2019,18,0
Schwaz,Schlitters,2019,19,0
Schwaz,Schlitters,2019,20,0
Schwaz,Schlitters,2019,21,0
Schwaz,Schlitters,2019,22,1
Schwaz,Schlitters,2019,23,0
Schwaz,Schlitters,2019,24,0
Schwaz,Schlitters,2019,25,0
Schwaz,Schlitters,2019,26,0
Schwaz,Schlitters,2019,27,0
Schwaz,Schlitters,2019,28,0
Schwaz,Schlitters,2019,29,0
Schwaz,Schlitters,2019,30,0
Schwaz,Schlitters,2019,31,0
Schwaz,Schlitters,2019,32,0
Schwaz,Schlitters,2019,33,1
Schwaz,Schlitters,2019,34,0
Schwaz,Schlitters,2019,35,0
Schwaz,Schlitters,2019,36,1
Schwaz,Schlitters,2019,37,0
Schwaz,Schlitters,2019,38,0
Schwaz,Schlitters,2019,39,0
Schwaz,Schlitters,2019,40,0
Schwaz,Schlitters,2019,41,0
Schwaz,Schlitters,2019,42,0
Schwaz,Schlitters,2019,43,0
Schwaz,Schlitters,2019,44,0
Schwaz,Schlitters,2019,45,0
Schwaz,Schlitters,2019,46,0
Schwaz,Schlitters,2019,47,0
Schwaz,Schlitters,2019,48,0
Schwaz,Schlitters,2019,49,0
Schwaz,Schlitters,2019,50,0
Schwaz,Schlitters,2019,51,0
Schwaz,Schlitters,2019,52,2
Schwaz,Schlitters,2020,1,1
Schwaz,Schlitters,2020,2,0
Schwaz,Schlitters,2020,3,0
Schwaz,Schlitters,2020,4,0
Schwaz,Schlitters,2020,5,0
Schwaz,Schlitters,2020,6,0
Schwaz,Schlitters,2020,7,0
Schwaz,Schlitters,2020,8,0
Schwaz,Schlitters,2020,9,1
Schwaz,Schlitters,2020,10,0
Schwaz,Schlitters,2020,11,0
Schwaz,Schlitters,2020,12,0
Schwaz,Schlitters,2020,13,1
Schwaz,Schlitters,2020,14,0
Schwaz,Schlitters,2020,15,0
Schwaz,Schlitters,2020,16,0
Schwaz,Schlitters,2020,17,0
Schwaz,Schlitters,2020,18,0
Schwaz,Schlitters,2020,19,0
Schwaz,Schlitters,2020,20,0
Schwaz,Schlitters,2020,21,0
Schwaz,Schlitters,2020,22,0
Schwaz,Schlitters,2020,23,0
Schwaz,Schlitters,2020,24,0
Schwaz,Schlitters,2020,25,0
Schwaz,Schlitters,2020,26,0
Schwaz,Schlitters,2020,27,0
Schwaz,Schlitters,2020,28,0
Schwaz,Schlitters,2020,29,0
Schwaz,Schlitters,2020,30,0
Schwaz,Schlitters,2020,31,0
Schwaz,Schlitters,2020,32,0
Schwaz,Schlitters,2020,33,0
Schwaz,Schlitters,2020,34,0
Schwaz,Schlitters,2020,35,0
Schwaz,Schlitters,2020,36,0
Schwaz,Schlitters,2020,37,0
Schwaz,Schlitters,2020,38,0
Schwaz,Schlitters,2020,39,0
Schwaz,Schlitters,2020,40,0
Schwaz,Schlitters,2020,41,0
Schwaz,Schlitters,2020,42,0
Schwaz,Schlitters,2020,43,0
Schwaz,Schlitters,2020,44,0
Schwaz,Schlitters,2020,45,0
Schwaz,Schlitters,2020,46,0
Schwaz,Schlitters,2020,47,0
Schwaz,Schlitters,2020,48,0
Schwaz,Schlitters,2020,49,0
Schwaz,Schlitters,2020,50,0
Schwaz,Schlitters,2020,51,0
Schwaz,Schlitters,2020,52,0
Schwaz,Bruck am Ziller,2017,1,1
Schwaz,Bruck am Ziller,2017,2,0
Schwaz,Bruck am Ziller,2017,3,0
Schwaz,Bruck am Ziller,2017,4,0
Schwaz,Bruck am Ziller,2017,5,0
Schwaz,Bruck am Ziller,2017,6,0
Schwaz,Bruck am Ziller,2017,7,0
Schwaz,Bruck am Ziller,2017,8,0
Schwaz,Bruck am Ziller,2017,9,0
Schwaz,Bruck am Ziller,2017,10,0
Schwaz,Bruck am Ziller,2017,11,1
Schwaz,Bruck am Ziller,2017,12,0
Schwaz,Bruck am Ziller,2017,13,1
Schwaz,Bruck am Ziller,2017,14,0
Schwaz,Bruck am Ziller,2017,15,0
Schwaz,Bruck am Ziller,2017,16,0
Schwaz,Bruck am Ziller,2017,17,0
Schwaz,Bruck am Ziller,2017,18,0
Schwaz,Bruck am Ziller,2017,19,0
Schwaz,Bruck am Ziller,2017,20,1
Schwaz,Bruck am Ziller,2017,21,1
Schwaz,Bruck am Ziller,2017,22,0
Schwaz,Bruck am Ziller,2017,23,0
Schwaz,Bruck am Ziller,2017,24,0
Schwaz,Bruck am Ziller,2017,25,0
Schwaz,Bruck am Ziller,2017,26,0
Schwaz,Bruck am Ziller,2017,27,0
Schwaz,Bruck am Ziller,2017,28,0
Schwaz,Bruck am Ziller,2017,29,0
Schwaz,Bruck am Ziller,2017,30,0
Schwaz,Bruck am Ziller,2017,31,0
Schwaz,Bruck am Ziller,2017,32,0
Schwaz,Bruck am Ziller,2017,33,1
Schwaz,Bruck am Ziller,2017,34,0
Schwaz,Bruck am Ziller,2017,35,0
Schwaz,Bruck am Ziller,2017,36,1
Schwaz,Bruck am Ziller,2017,37,0
Schwaz,Bruck am Ziller,2017,38,0
Schwaz,Bruck am Ziller,2017,39,0
Schwaz,Bruck am Ziller,2017,40,0
Schwaz,Bruck am Ziller,2017,41,1
Schwaz,Bruck am Ziller,2017,42,0
Schwaz,Bruck am Ziller,2017,43,0
Schwaz,Bruck am Ziller,2017,44,0
Schwaz,Bruck am Ziller,2017,45,2
Schwaz,Bruck am Ziller,2017,46,0
Schwaz,Bruck am Ziller,2017,47,0
Schwaz,Bruck am Ziller,2017,48,0
Schwaz,Bruck am Ziller,2017,49,0
Schwaz,Bruck am Ziller,2017,50,0
Schwaz,Bruck am Ziller,2017,51,0
Schwaz,Bruck am Ziller,2017,52,0
Schwaz,Bruck am Ziller,2018,1,0
Schwaz,Bruck am Ziller,2018,2,0
Schwaz,Bruck am Ziller,2018,3,0
Schwaz,Bruck am Ziller,2018,4,0
Schwaz,Bruck am Ziller,2018,5,0
Schwaz,Bruck am Ziller,2018,6,0
Schwaz,Bruck am Ziller,2018,7,0
Schwaz,Bruck am Ziller,2018,8,0
Schwaz,Bruck am Ziller,2018,9,0
Schwaz,Bruck am Ziller,2018,10,0
Schwaz,Bruck am Ziller,2018,11,0
Schwaz,Bruck am Ziller,2018,12,1
Schwaz,Bruck am Ziller,2018,13,0
Schwaz,Bruck am Ziller,2018,14,0
Schwaz,Bruck am Ziller,2018,15,1
Schwaz,Bruck am Ziller,2018,16,0
Schwaz,Bruck am Ziller,2018,17,0
Schwaz,Bruck am Ziller,2018,18,0
Schwaz,Bruck am Ziller,2018,19,0
Schwaz,Bruck am Ziller,2018,20,0
Schwaz,Bruck am Ziller,2018,21,1
Schwaz,Bruck am Ziller,2018,22,0
Schwaz,Bruck am Ziller,2018,23,0
Schwaz,Bruck am Ziller,2018,24,0
Schwaz,Bruck am Ziller,2018,25,0
Schwaz,Bruck am Ziller,2018,26,0
Schwaz,Bruck am Ziller,2018,27,0
Schwaz,Bruck am Ziller,2018,28,0
Schwaz,Bruck am Ziller,2018,29,0
Schwaz,Bruck am Ziller,2018,30,0
Schwaz,Bruck am Ziller,2018,31,0
Schwaz,Bruck am Ziller,2018,32,0
Schwaz,Bruck am Ziller,2018,33,0
Schwaz,Bruck am Ziller,2018,34,0
Schwaz,Bruck am Ziller,2018,35,0
Schwaz,Bruck am Ziller,2018,36,0
Schwaz,Bruck am Ziller,2018,37,0
Schwaz,Bruck am Ziller,2018,38,0
Schwaz,Bruck am Ziller,2018,39,0
Schwaz,Bruck am Ziller,2018,40,0
Schwaz,Bruck am Ziller,2018,41,0
Schwaz,Bruck am Ziller,2018,42,1
Schwaz,Bruck am Ziller,2018,43,0
Schwaz,Bruck am Ziller,2018,44,0
Schwaz,Bruck am Ziller,2018,45,0
Schwaz,Bruck am Ziller,2018,46,0
Schwaz,Bruck am Ziller,2018,47,0
Schwaz,Bruck am Ziller,2018,48,0
Schwaz,Bruck am Ziller,2018,49,0
Schwaz,Bruck am Ziller,2018,50,0
Schwaz,Bruck am Ziller,2018,51,0
Schwaz,Bruck am Ziller,2018,52,0
Schwaz,Bruck am Ziller,2019,1,0
Schwaz,Bruck am Ziller,2019,2,0
Schwaz,Bruck am Ziller,2019,3,0
Schwaz,Bruck am Ziller,2019,4,0
Schwaz,Bruck am Ziller,2019,5,1
Schwaz,Bruck am Ziller,2019,6,0
Schwaz,Bruck am Ziller,2019,7,0
Schwaz,Bruck am Ziller,2019,8,0
Schwaz,Bruck am Ziller,2019,9,0
