district,municipaly,year,week,outlier_score
Innsbruck-Land,Patsch,2020,15,0.05289553850889206
Schwaz,Vomp,2020,16,0.05289553850889206
Schwaz,Bruck am Ziller,2020,17,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,1,0.05289553850889206
Kufstein,Brandenberg,2020,2,0.05289553850889206
Kufstein,Rettenschöss,2020,3,0.05289553850889206
Lienz,Leisach,2020,4,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,5,0.05289553850889206
Kitzbühel,St. Johann in Tirol,2020,8,0.05289553850889206
Imst,Oetz,2020,9,0.05289553850889206
Imst,Jerzens,2020,10,0.05289553850889206
Reutte,Grän,2020,5,0.05289553850889206
Reutte,Ehenbichl,2020,6,0.05289553850889206
Reutte,Kaisers,2020,7,0.05289553850889206
Landeck,Pettneu am Arlberg,2020,11,0.05289553850889206
Landeck,Stanz bei Landeck,2020,12,0.05289553850889206
Innsbruck-Land,Pfons,2020,13,0.05289553850889206
Innsbruck-Land,Inzing,2020,14,0.9971914887428284
Innsbruck-Land,Sistrans,2020,15,0.05289553850889206
Innsbruck-Land,Patsch,2020,16,0.05289553850889206
Schwaz,Vomp,2020,17,0.05289553850889206
Schwaz,Fügenberg,2020,1,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,2,0.05289553850889206
Kufstein,Brandenberg,2020,3,0.05289553850889206
Kufstein,Rettenschöss,2020,4,0.05289553850889206
Lienz,Leisach,2020,5,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,6,0.05289553850889206
Kitzbühel,St. Johann in Tirol,2020,13,0.995023250579834
Imst,Oetz,2020,14,0.05289553850889206
Imst,Jerzens,2020,15,0.05289553850889206
Reutte,Grän,2020,10,0.05289553850889206
Reutte,Ehenbichl,2020,11,0.05289553850889206
Reutte,Kaisers,2020,12,0.05289553850889206
Landeck,Pettneu am Arlberg,2020,16,0.05289553850889206
Landeck,Stanz bei Landeck,2020,17,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,1,0.05289553850889206
Innsbruck-Land,Götzens,2020,2,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,3,0.05289553850889206
Innsbruck-Land,Aldrans,2020,4,0.05289553850889206
Schwaz,Finkenberg,2020,5,0.05289553850889206
Schwaz,Fügenberg,2020,6,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,7,0.05289553850889206
Kufstein,Brandenberg,2020,8,0.05289553850889206
Kufstein,Rettenschöss,2020,9,0.05289553850889206
Lienz,Leisach,2020,10,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,11,0.05289553850889206
Kitzbühel,St. Johann in Tirol,2020,10,0.05289553850889206
Imst,Oetz,2020,11,0.05289553850889206
Imst,Jerzens,2020,12,0.05289553850889206
Reutte,Grän,2020,7,0.05289553850889206
Reutte,Ehenbichl,2020,8,0.05289553850889206
Reutte,Kaisers,2020,9,0.05289553850889206
Landeck,Pettneu am Arlberg,2020,13,0.05289553850889206
Landeck,Stanz bei Landeck,2020,14,0.05289553850889206
Innsbruck-Land,Pfons,2020,15,0.05289553850889206
Innsbruck-Land,Inzing,2020,16,0.05289553850889206
Innsbruck-Land,Sistrans,2020,17,0.05289553850889206
Innsbruck-Land,Aldrans,2020,1,0.05289553850889206
Schwaz,Finkenberg,2020,2,0.05289553850889206
Schwaz,Fügenberg,2020,3,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,4,0.05289553850889206
Kufstein,Brandenberg,2020,5,0.05289553850889206
Kufstein,Rettenschöss,2020,6,0.05289553850889206
Lienz,Leisach,2020,7,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,8,0.05289553850889206
Kitzbühel,St. Johann in Tirol,2020,11,0.05289553850889206
Imst,Oetz,2020,12,0.05289553850889206
Imst,Jerzens,2020,13,0.05289553850889206
Reutte,Grän,2020,8,0.05289553850889206
Reutte,Ehenbichl,2020,9,0.05289553850889206
Reutte,Kaisers,2020,10,0.05289553850889206
Landeck,Pettneu am Arlberg,2020,14,0.7735317349433899
Landeck,Stanz bei Landeck,2020,15,0.05289553850889206
Innsbruck-Land,Pfons,2020,16,0.05289553850889206
Innsbruck-Land,Inzing,2020,17,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,1,0.05289553850889206
Innsbruck-Land,Aldrans,2020,2,0.05289553850889206
Schwaz,Finkenberg,2020,3,0.05289553850889206
Schwaz,Fügenberg,2020,4,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,5,0.05289553850889206
Kufstein,Brandenberg,2020,6,0.05289553850889206
Kufstein,Rettenschöss,2020,7,0.05289553850889206
Lienz,Leisach,2020,8,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,9,0.05289553850889206
Kitzbühel,St. Johann in Tirol,2020,12,0.05289553850889206
Imst,Oetz,2020,13,0.05289553850889206
Imst,Jerzens,2020,14,0.05289553850889206
Reutte,Grän,2020,9,0.05289553850889206
Reutte,Ehenbichl,2020,10,0.05289553850889206
Reutte,Kaisers,2020,11,0.05289553850889206
Landeck,Pettneu am Arlberg,2020,15,0.05289553850889206
Landeck,Stanz bei Landeck,2020,16,0.05289553850889206
Innsbruck-Land,Pfons,2020,17,0.05289553850889206
Innsbruck-Land,Götzens,2020,1,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,2,0.05289553850889206
Innsbruck-Land,Aldrans,2020,3,0.05289553850889206
Schwaz,Finkenberg,2020,4,0.05289553850889206
Schwaz,Fügenberg,2020,5,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,6,0.05289553850889206
Kufstein,Brandenberg,2020,7,0.05289553850889206
Kufstein,Rettenschöss,2020,8,0.05289553850889206
Lienz,Leisach,2020,9,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,10,0.05289553850889206
Kitzbühel,St. Johann in Tirol,2020,17,0.05289553850889206
Imst,Längenfeld,2020,1,0.05289553850889206
Imst,Nassereith,2020,2,0.05289553850889206
Reutte,Grän,2020,14,0.05289553850889206
Reutte,Ehenbichl,2020,15,0.05289553850889206
Reutte,Kaisers,2020,16,0.05289553850889206
Landeck,Fiss,2020,3,0.05289553850889206
Landeck,Spiss,2020,4,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,5,0.05289553850889206
Innsbruck-Land,Götzens,2020,6,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,7,0.05289553850889206
Innsbruck-Land,Aldrans,2020,8,0.05289553850889206
Schwaz,Finkenberg,2020,9,0.05289553850889206
Schwaz,Fügenberg,2020,10,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,11,0.05289553850889206
Kufstein,Brandenberg,2020,12,0.05289553850889206
Kufstein,Rettenschöss,2020,13,0.05289553850889206
Lienz,Leisach,2020,14,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,15,0.05289553850889206
Kitzbühel,St. Johann in Tirol,2020,14,0.94005286693573
Imst,Oetz,2020,15,0.05289553850889206
Imst,Jerzens,2020,16,0.05289553850889206
Reutte,Grän,2020,11,0.05289553850889206
Reutte,Ehenbichl,2020,12,0.05289553850889206
Reutte,Kaisers,2020,13,0.05289553850889206
Landeck,Pettneu am Arlberg,2020,17,0.05289553850889206
Landeck,Spiss,2020,1,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,2,0.05289553850889206
Innsbruck-Land,Götzens,2020,3,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,4,0.05289553850889206
Innsbruck-Land,Aldrans,2020,5,0.05289553850889206
Schwaz,Finkenberg,2020,6,0.05289553850889206
Schwaz,Fügenberg,2020,7,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,8,0.05289553850889206
Kufstein,Brandenberg,2020,9,0.05289553850889206
Kufstein,Rettenschöss,2020,10,0.05289553850889206
Lienz,Leisach,2020,11,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,12,0.05289553850889206
Kitzbühel,St. Johann in Tirol,2020,15,0.05289553850889206
Imst,Oetz,2020,16,0.05289553850889206
Imst,Jerzens,2020,17,0.05289553850889206
Reutte,Grän,2020,12,0.05289553850889206
Reutte,Ehenbichl,2020,13,0.05289553850889206
Reutte,Kaisers,2020,14,0.05289553850889206
Landeck,Fiss,2020,1,0.05289553850889206
Landeck,Spiss,2020,2,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,3,0.05289553850889206
Innsbruck-Land,Götzens,2020,4,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,5,0.05289553850889206
Innsbruck-Land,Aldrans,2020,6,0.05289553850889206
Schwaz,Finkenberg,2020,7,0.05289553850889206
Schwaz,Fügenberg,2020,8,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,9,0.05289553850889206
Kufstein,Brandenberg,2020,10,0.05289553850889206
Kufstein,Rettenschöss,2020,11,0.05289553850889206
Lienz,Leisach,2020,12,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,13,0.05289553850889206
Kitzbühel,St. Johann in Tirol,2020,16,0.05289553850889206
Imst,Oetz,2020,17,0.05289553850889206
Imst,Nassereith,2020,1,0.9978613257408142
Reutte,Grän,2020,13,0.05289553850889206
Reutte,Ehenbichl,2020,14,0.05289553850889206
Reutte,Kaisers,2020,15,0.05289553850889206
Landeck,Fiss,2020,2,0.05289553850889206
Landeck,Spiss,2020,3,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,4,0.05289553850889206
Innsbruck-Land,Götzens,2020,5,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,6,0.05289553850889206
Innsbruck-Land,Aldrans,2020,7,0.05289553850889206
Schwaz,Finkenberg,2020,8,0.05289553850889206
Schwaz,Fügenberg,2020,9,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,10,0.05289553850889206
Kufstein,Brandenberg,2020,11,0.9942507147789001
Kufstein,Rettenschöss,2020,12,0.05289553850889206
Lienz,Leisach,2020,13,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,14,0.05289553850889206
Kitzbühel,Jochberg,2020,4,0.05289553850889206
Imst,Längenfeld,2020,5,0.05289553850889206
Imst,Nassereith,2020,6,0.05289553850889206
Reutte,Steeg,2020,1,0.05289553850889206
Reutte,Elbigenalp,2020,2,0.05289553850889206
Reutte,Namlos,2020,3,0.05289553850889206
Landeck,Fiss,2020,7,0.05289553850889206
Landeck,Spiss,2020,8,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,9,0.05289553850889206
Innsbruck-Land,Götzens,2020,10,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,11,0.05289553850889206
Innsbruck-Land,Aldrans,2020,12,0.05289553850889206
Schwaz,Finkenberg,2020,13,0.05289553850889206
Schwaz,Fügenberg,2020,14,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,15,0.05289553850889206
Kufstein,Brandenberg,2020,16,0.05289553850889206
Kufstein,Rettenschöss,2020,17,0.05289553850889206
Lienz,Nikolsdorf,2020,1,0.05289553850889206
Lienz,Schlaiten,2020,2,0.05289553850889206
Kitzbühel,Jochberg,2020,1,0.05289553850889206
Imst,Längenfeld,2020,2,0.05289553850889206
Imst,Nassereith,2020,3,0.05289553850889206
Reutte,Grän,2020,15,0.05289553850889206
Reutte,Ehenbichl,2020,16,0.05289553850889206
Reutte,Kaisers,2020,17,0.05289553850889206
Landeck,Fiss,2020,4,0.05289553850889206
Landeck,Spiss,2020,5,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,6,0.05289553850889206
Innsbruck-Land,Götzens,2020,7,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,8,0.05289553850889206
Innsbruck-Land,Aldrans,2020,9,0.05289553850889206
Schwaz,Finkenberg,2020,10,0.05289553850889206
Schwaz,Fügenberg,2020,11,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,12,0.05289553850889206
Kufstein,Brandenberg,2020,13,0.9986892938613892
Kufstein,Rettenschöss,2020,14,0.05289553850889206
Lienz,Leisach,2020,15,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,16,0.05289553850889206
Kitzbühel,Jochberg,2020,2,0.7735317349433899
Imst,Längenfeld,2020,3,0.05289553850889206
Imst,Nassereith,2020,4,0.05289553850889206
Reutte,Grän,2020,16,0.05289553850889206
Reutte,Ehenbichl,2020,17,0.05289553850889206
Reutte,Namlos,2020,1,0.05289553850889206
Landeck,Fiss,2020,5,0.05289553850889206
Landeck,Spiss,2020,6,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,7,0.05289553850889206
Innsbruck-Land,Götzens,2020,8,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,9,0.05289553850889206
Innsbruck-Land,Aldrans,2020,10,0.05289553850889206
Schwaz,Finkenberg,2020,11,0.05289553850889206
Schwaz,Fügenberg,2020,12,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,13,0.05289553850889206
Kufstein,Brandenberg,2020,14,0.996625542640686
Kufstein,Rettenschöss,2020,15,0.05289553850889206
Lienz,Leisach,2020,16,0.05289553850889206
Lienz,Iselsberg-Stronach,2020,17,0.05289553850889206
Kitzbühel,Jochberg,2020,3,0.05289553850889206
Imst,Längenfeld,2020,4,0.05289553850889206
Imst,Nassereith,2020,5,0.05289553850889206
Reutte,Grän,2020,17,0.05289553850889206
Reutte,Elbigenalp,2020,1,0.05289553850889206
Reutte,Namlos,2020,2,0.05289553850889206
Landeck,Fiss,2020,6,0.05289553850889206
Landeck,Spiss,2020,7,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,8,0.05289553850889206
Innsbruck-Land,Götzens,2020,9,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,10,0.05289553850889206
Innsbruck-Land,Aldrans,2020,11,0.05289553850889206
Schwaz,Finkenberg,2020,12,0.05289553850889206
Schwaz,Fügenberg,2020,13,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,14,0.05289553850889206
Kufstein,Brandenberg,2020,15,0.05289553850889206
Kufstein,Rettenschöss,2020,16,0.05289553850889206
Lienz,Leisach,2020,17,0.05289553850889206
Lienz,Schlaiten,2020,1,0.05289553850889206
Kitzbühel,Jochberg,2020,8,0.05289553850889206
Imst,Längenfeld,2020,9,0.05289553850889206
Imst,Nassereith,2020,10,0.05289553850889206
Reutte,Steeg,2020,5,0.05289553850889206
Reutte,Elbigenalp,2020,6,0.05289553850889206
Reutte,Namlos,2020,7,0.05289553850889206
Landeck,Fiss,2020,11,0.05289553850889206
Landeck,Spiss,2020,12,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,13,0.05289553850889206
Innsbruck-Land,Götzens,2020,14,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,15,0.05289553850889206
Innsbruck-Land,Aldrans,2020,16,0.05289553850889206
Schwaz,Finkenberg,2020,17,0.05289553850889206
Schwaz,Buch in Tirol,2020,1,0.05289553850889206
Kufstein,Erl,2020,2,0.05289553850889206
Kufstein,Wörgl,2020,3,0.05289553850889206
Lienz,Oberlienz,2020,4,0.05289553850889206
Lienz,Nikolsdorf,2020,5,0.9971914887428284
Lienz,Schlaiten,2020,6,0.05289553850889206
Kitzbühel,Jochberg,2020,5,0.05289553850889206
Imst,Längenfeld,2020,6,0.05289553850889206
Imst,Nassereith,2020,7,0.05289553850889206
Reutte,Steeg,2020,2,0.05289553850889206
Reutte,Elbigenalp,2020,3,0.05289553850889206
Reutte,Namlos,2020,4,0.05289553850889206
Landeck,Fiss,2020,8,0.05289553850889206
Landeck,Spiss,2020,9,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,10,0.05289553850889206
Innsbruck-Land,Götzens,2020,11,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,12,0.05289553850889206
Innsbruck-Land,Aldrans,2020,13,0.05289553850889206
Schwaz,Finkenberg,2020,14,0.05289553850889206
Schwaz,Fügenberg,2020,15,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,16,0.05289553850889206
Kufstein,Brandenberg,2020,17,0.05289553850889206
Lienz,Oberlienz,2020,1,0.05289553850889206
Lienz,Nikolsdorf,2020,2,0.05289553850889206
Lienz,Schlaiten,2020,3,0.05289553850889206
Kitzbühel,Jochberg,2020,6,0.05289553850889206
Imst,Längenfeld,2020,7,0.05289553850889206
Imst,Nassereith,2020,8,0.05289553850889206
Reutte,Steeg,2020,3,0.05289553850889206
Reutte,Elbigenalp,2020,4,0.9986892938613892
Reutte,Namlos,2020,5,0.05289553850889206
Landeck,Fiss,2020,9,0.05289553850889206
Landeck,Spiss,2020,10,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,11,0.05289553850889206
Innsbruck-Land,Götzens,2020,12,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,13,0.05289553850889206
Innsbruck-Land,Aldrans,2020,14,0.05289553850889206
Schwaz,Finkenberg,2020,15,0.05289553850889206
Schwaz,Fügenberg,2020,16,0.05289553850889206
Schwaz,Steinberg am Rofan,2020,17,0.05289553850889206
Kufstein,Wörgl,2020,1,0.05289553850889206
Lienz,Oberlienz,2020,2,0.05289553850889206
Lienz,Nikolsdorf,2020,3,0.05289553850889206
Lienz,Schlaiten,2020,4,0.05289553850889206
Kitzbühel,Jochberg,2020,7,0.05289553850889206
Imst,Längenfeld,2020,8,0.05289553850889206
Imst,Nassereith,2020,9,0.05289553850889206
Reutte,Steeg,2020,4,0.05289553850889206
Reutte,Elbigenalp,2020,5,0.05289553850889206
Reutte,Namlos,2020,6,0.05289553850889206
Landeck,Fiss,2020,10,0.05289553850889206
Landeck,Spiss,2020,11,0.05289553850889206
Innsbruck-Land,Matrei am Brenner,2020,12,0.05289553850889206
Innsbruck-Land,Götzens,2020,13,0.05289553850889206
Innsbruck-Land,Ellbögen,2020,14,0.05289553850889206
Innsbruck-Land,Aldrans,2020,15,0.05289553850889206
Schwaz,Finkenberg,2020,16,0.05289553850889206
Schwaz,Fügenberg,2020,17,0.05289553850889206
Kufstein,Erl,2020,1,0.05289553850889206
Kufstein,Wörgl,2020,2,0.05289553850889206
Lienz,Oberlienz,2020,3,0.05289553850889206
Lienz,Nikolsdorf,2020,4,0.05289553850889206
Lienz,Schlaiten,2020,5,0.05289553850889206
Reutte,Pfafflar,2020,2,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,3,0.05289553850889206
Imst,Mieming,2020,4,0.05289553850889206
Reutte,Steeg,2020,17,0.05289553850889206
Reutte,Häselgehr,2020,1,0.05289553850889206
Lienz,Untertilliach,2020,1,0.05289553850889206
Imst,Karres,2020,5,0.05289553850889206
Landeck,Kauns,2020,6,0.05289553850889206
Landeck,Kaunerberg,2020,7,0.05289553850889206
Innsbruck-Land,Pettnau,2020,8,0.05289553850889206
Innsbruck-Land,Flaurling,2020,9,0.05289553850889206
Innsbruck-Land,Grinzens,2020,10,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,11,0.05289553850889206
Schwaz,Hainzenberg,2020,12,0.05289553850889206
Schwaz,Buch in Tirol,2020,13,0.05289553850889206
Kufstein,Erl,2020,14,0.05289553850889206
Kufstein,Wörgl,2020,15,0.7735317349433899
Lienz,Oberlienz,2020,16,0.05289553850889206
Lienz,Nikolsdorf,2020,17,0.05289553850889206
Reutte,Namlos,2020,16,0.05289553850889206
Kitzbühel,Jochberg,2020,17,0.05289553850889206
Imst,Mieming,2020,1,0.05289553850889206
Reutte,Steeg,2020,14,0.05289553850889206
Reutte,Elbigenalp,2020,15,0.05289553850889206
Lienz,Schlaiten,2020,15,0.05289553850889206
Imst,Karres,2020,2,0.05289553850889206
Landeck,Kauns,2020,3,0.05289553850889206
Landeck,Kaunerberg,2020,4,0.05289553850889206
Innsbruck-Land,Pettnau,2020,5,0.05289553850889206
Innsbruck-Land,Flaurling,2020,6,0.05289553850889206
Innsbruck-Land,Grinzens,2020,7,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,8,0.05289553850889206
Schwaz,Hainzenberg,2020,9,0.05289553850889206
Schwaz,Buch in Tirol,2020,10,0.05289553850889206
Kufstein,Erl,2020,11,0.05289553850889206
Kufstein,Wörgl,2020,12,0.05289553850889206
Lienz,Oberlienz,2020,13,0.05289553850889206
Lienz,Nikolsdorf,2020,14,0.05289553850889206
Reutte,Namlos,2020,17,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,1,0.05289553850889206
Imst,Mieming,2020,2,0.05289553850889206
Reutte,Steeg,2020,15,0.05289553850889206
Reutte,Elbigenalp,2020,16,0.05289553850889206
Lienz,Schlaiten,2020,16,0.05289553850889206
Imst,Karres,2020,3,0.05289553850889206
Landeck,Kauns,2020,4,0.05289553850889206
Landeck,Kaunerberg,2020,5,0.05289553850889206
Innsbruck-Land,Pettnau,2020,6,0.05289553850889206
Innsbruck-Land,Flaurling,2020,7,0.05289553850889206
Innsbruck-Land,Grinzens,2020,8,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,9,0.05289553850889206
Schwaz,Hainzenberg,2020,10,0.05289553850889206
Schwaz,Buch in Tirol,2020,11,0.05289553850889206
Kufstein,Erl,2020,12,0.05289553850889206
Kufstein,Wörgl,2020,13,0.05289553850889206
Lienz,Oberlienz,2020,14,0.05289553850889206
Lienz,Nikolsdorf,2020,15,0.05289553850889206
Reutte,Pfafflar,2020,1,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,2,0.05289553850889206
Imst,Mieming,2020,3,0.05289553850889206
Reutte,Steeg,2020,16,0.05289553850889206
Reutte,Elbigenalp,2020,17,0.05289553850889206
Lienz,Schlaiten,2020,17,0.05289553850889206
Imst,Karres,2020,4,0.05289553850889206
Landeck,Kauns,2020,5,0.05289553850889206
Landeck,Kaunerberg,2020,6,0.05289553850889206
Innsbruck-Land,Pettnau,2020,7,0.05289553850889206
Innsbruck-Land,Flaurling,2020,8,0.05289553850889206
Innsbruck-Land,Grinzens,2020,9,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,10,0.05289553850889206
Schwaz,Hainzenberg,2020,11,0.05289553850889206
Schwaz,Buch in Tirol,2020,12,0.05289553850889206
Kufstein,Erl,2020,13,0.05289553850889206
Kufstein,Wörgl,2020,14,0.05289553850889206
Lienz,Oberlienz,2020,15,0.05289553850889206
Lienz,Nikolsdorf,2020,16,0.05289553850889206
Reutte,Pfafflar,2020,6,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,7,0.05289553850889206
Imst,Mieming,2020,8,0.05289553850889206
Reutte,Wängle,2020,4,0.05289553850889206
Reutte,Häselgehr,2020,5,0.05289553850889206
Lienz,Untertilliach,2020,5,0.05289553850889206
Imst,Karres,2020,9,0.05289553850889206
Landeck,Kauns,2020,10,0.05289553850889206
Landeck,Kaunerberg,2020,11,0.05289553850889206
Innsbruck-Land,Pettnau,2020,12,0.05289553850889206
Innsbruck-Land,Flaurling,2020,13,0.05289553850889206
Innsbruck-Land,Grinzens,2020,14,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,15,0.05289553850889206
Schwaz,Hainzenberg,2020,16,0.05289553850889206
Schwaz,Buch in Tirol,2020,17,0.05289553850889206
Kufstein,Kirchbichl,2020,1,0.94005286693573
Kufstein,Angath,2020,2,0.9976948499679565
Lienz,Tristach,2020,3,0.05289553850889206
Lienz,Heinfels,2020,4,0.05289553850889206
Reutte,Pfafflar,2020,3,0.05289553850889206
Kitzbühel,Fieberbrunn,2020,4,0.05289553850889206
Imst,Mieming,2020,5,0.05289553850889206
Reutte,Wängle,2020,1,0.05289553850889206
Reutte,Häselgehr,2020,2,0.05289553850889206
Lienz,Untertilliach,2020,2,0.05289553850889206
Imst,Karres,2020,6,0.05289553850889206
Landeck,Kauns,2020,7,0.05289553850889206
Landeck,Kaunerberg,2020,8,0.05289553850889206
Innsbruck-Land,Pettnau,2020,9,0.05289553850889206
Innsbruck-Land,Flaurling,2020,10,0.05289553850889206
Innsbruck-Land,Grinzens,2020,11,0.05289553850889206
Innsbruck-Land,Polling in Tirol,2020,12,0.05289553850889206
Schwaz,Hainzenberg,2020,13,0.05289553850889206
Schwaz,Buch in Tirol,2020,14,0.05289553850889206
