district,municipaly,year,week,count,yearly_max_diff,yearly_mean_diff,weekly_max_diff,weekly_mean_diff
Landeck,See,2020,1,0,0,0,0,0
Landeck,See,2020,2,0,0,0,0,0
Landeck,See,2020,3,0,0,0,0,0
Landeck,See,2020,4,1,0,0.0170118343,0,0.6666666667
Landeck,See,2020,5,0,0,0,0,0
Landeck,See,2020,6,1,0,0.0170118343,0.3333333333,1
Landeck,See,2020,7,0,0,0,0,0
Landeck,See,2020,8,0,0,0,0,0
Landeck,See,2020,9,0,0,0,0,0
Landeck,See,2020,10,0,0,0,0,0
Landeck,See,2020,11,0,0,0,0,0
Landeck,See,2020,12,0,0,0,0,0
Landeck,See,2020,13,0,0,0,0,0
Landeck,See,2020,14,1,0,0.0170118343,0.3333333333,1
Landeck,See,2020,15,0,0,0,0,0
Landeck,See,2020,16,0,0,0,0,0
Landeck,See,2020,17,0,0,0,0,0
Landeck,See,2020,18,0,0,0,0,0
Landeck,See,2020,19,0,0,0,0,0
Landeck,See,2020,20,0,0,0,0,0
Landeck,See,2020,21,0,0,0,0,0
Landeck,See,2020,22,3,0.0064102564,0.0554733728,1,3
Landeck,See,2020,23,0,0,0,0,0
Landeck,See,2020,24,0,0,0,0,0
Landeck,See,2020,25,0,0,0,0,0
Landeck,See,2020,26,1,0,0.0170118343,0.3333333333,1
Landeck,See,2020,27,0,0,0,0,0
Landeck,See,2020,28,0,0,0,0,0
Landeck,See,2020,29,0,0,0,0,0
Landeck,See,2020,30,1,0,0.0170118343,0.3333333333,1
Landeck,See,2020,31,0,0,0,0,0
Landeck,See,2020,32,0,0,0,0,0
Landeck,See,2020,33,0,0,0,0,0
Landeck,See,2020,34,1,0,0.0170118343,0,0.6666666667
Landeck,See,2020,35,1,0,0.0170118343,0.3333333333,1
Landeck,See,2020,36,0,0,0,0,0
Landeck,See,2020,37,1,0,0.0170118343,0.3333333333,1
Landeck,See,2020,38,0,0,0,0,0
Landeck,See,2020,39,0,0,0,0,0
Landeck,See,2020,40,1,0,0.0170118343,0,0.3333333333
Landeck,See,2020,41,0,0,0,0,0
Landeck,See,2020,42,0,0,0,0,0
Landeck,See,2020,43,0,0,0,0,0
Landeck,See,2020,44,1,0,0.0170118343,0.3333333333,1
Landeck,See,2020,45,0,0,0,0,0
Landeck,See,2020,46,1,0,0.0170118343,0,0.6666666667
Landeck,See,2020,47,0,0,0,0,0
Landeck,See,2020,48,0,0,0,0,0
Landeck,See,2020,49,0,0,0,0,0
Landeck,See,2020,50,0,0,0,0,0
Landeck,See,2020,51,0,0,0,0,0
Landeck,See,2020,52,0,0,0,0,0
Landeck,Kappl,2020,1,1,0,0.003821499,0,0.1666666667
Landeck,Kappl,2020,2,0,0,0,0,0
Landeck,Kappl,2020,3,0,0,0,0,0
Landeck,Kappl,2020,4,0,0,0,0,0
Landeck,Kappl,2020,5,0,0,0,0,0
Landeck,Kappl,2020,6,0,0,0,0,0
Landeck,Kappl,2020,7,0,0,0,0,0
Landeck,Kappl,2020,8,1,0,0.003821499,0.3333333333,1
Landeck,Kappl,2020,9,0,0,0,0,0
Landeck,Kappl,2020,10,0,0,0,0,0
Landeck,Kappl,2020,11,1,0,0.003821499,0,0.6666666667
Landeck,Kappl,2020,12,0,0,0,0,0
Landeck,Kappl,2020,13,1,0,0.003821499,0,0.6666666667
Landeck,Kappl,2020,14,0,0,0,0,0
Landeck,Kappl,2020,15,0,0,0,0,0
Landeck,Kappl,2020,16,0,0,0,0,0
Landeck,Kappl,2020,17,0,0,0,0,0
Landeck,Kappl,2020,18,1,0,0.003821499,0,0
Landeck,Kappl,2020,19,0,0,0,0,0
Landeck,Kappl,2020,20,0,0,0,0,0
Landeck,Kappl,2020,21,0,0,0,0,0
Landeck,Kappl,2020,22,0,0,0,0,0
Landeck,Kappl,2020,23,0,0,0,0,0
Landeck,Kappl,2020,24,0,0,0,0,0
Landeck,Kappl,2020,25,1,0,0.003821499,0,0.1666666667
Landeck,Kappl,2020,26,2,0,0.0102317554,1,1.6666666667
Landeck,Kappl,2020,27,0,0,0,0,0
Landeck,Kappl,2020,28,0,0,0,0,0
Landeck,Kappl,2020,29,0,0,0,0,0
Landeck,Kappl,2020,30,1,0,0.003821499,0.3333333333,1
Landeck,Kappl,2020,31,0,0,0,0,0
Landeck,Kappl,2020,32,1,0,0.003821499,0,0.6666666667
Landeck,Kappl,2020,33,0,0,0,0,0
Landeck,Kappl,2020,34,0,0,0,0,0
Landeck,Kappl,2020,35,0,0,0,0,0
Landeck,Kappl,2020,36,1,0,0.003821499,0,0
Landeck,Kappl,2020,37,0,0,0,0,0
Landeck,Kappl,2020,38,0,0,0,0,0
Landeck,Kappl,2020,39,1,0,0.003821499,0,0.6666666667
Landeck,Kappl,2020,40,0,0,0,0,0
Landeck,Kappl,2020,41,1,0,0.003821499,0,0.1666666667
Landeck,Kappl,2020,42,0,0,0,0,0
Landeck,Kappl,2020,43,1,0,0.003821499,0.3333333333,1
Landeck,Kappl,2020,44,0,0,0,0,0
Landeck,Kappl,2020,45,1,0,0.003821499,0,0.6666666667
Landeck,Kappl,2020,46,0,0,0,0,0
Landeck,Kappl,2020,47,0,0,0,0,0
Landeck,Kappl,2020,48,0,0,0,0,0
Landeck,Kappl,2020,49,0,0,0,0,0
Landeck,Kappl,2020,50,0,0,0,0,0
Landeck,Kappl,2020,51,0,0,0,0,0
Landeck,Kappl,2020,52,0,0,0,0,0
Landeck,Ladis,2020,1,0,0,0,0,0
Landeck,Ladis,2020,2,0,0,0,0,0
Landeck,Ladis,2020,3,0,0,0,0,0
Landeck,Ladis,2020,4,0,0,0,0,0
Landeck,Ladis,2020,5,0,0,0,0,0
Landeck,Ladis,2020,6,0,0,0,0,0
Landeck,Ladis,2020,7,0,0,0,0,0
Landeck,Ladis,2020,8,0,0,0,0,0
Landeck,Ladis,2020,9,0,0,0,0,0
Landeck,Ladis,2020,10,0,0,0,0,0
Landeck,Ladis,2020,11,1,0,0.0177514793,0.3333333333,1
Landeck,Ladis,2020,12,0,0,0,0,0
Landeck,Ladis,2020,13,1,0,0.0177514793,0,0.6666666667
Landeck,Ladis,2020,14,0,0,0,0,0
Landeck,Ladis,2020,15,0,0,0,0,0
Landeck,Ladis,2020,16,0,0,0,0,0
Landeck,Ladis,2020,17,0,0,0,0,0
Landeck,Ladis,2020,18,0,0,0,0,0
Landeck,Ladis,2020,19,1,0,0.0177514793,0.3333333333,1
Landeck,Ladis,2020,20,0,0,0,0,0
Landeck,Ladis,2020,21,0,0,0,0,0
Landeck,Ladis,2020,22,0,0,0,0,0
Landeck,Ladis,2020,23,0,0,0,0,0
Landeck,Ladis,2020,24,0,0,0,0,0
Landeck,Ladis,2020,25,0,0,0,0,0
Landeck,Ladis,2020,26,0,0,0,0,0
Landeck,Ladis,2020,27,0,0,0,0,0
Landeck,Ladis,2020,28,0,0,0,0,0
Landeck,Ladis,2020,29,0,0,0,0,0
Landeck,Ladis,2020,30,0,0,0,0,0
Landeck,Ladis,2020,31,0,0,0,0,0
Landeck,Ladis,2020,32,0,0,0,0,0
Landeck,Ladis,2020,33,0,0,0,0,0
Landeck,Ladis,2020,34,0,0,0,0,0
Landeck,Ladis,2020,35,0,0,0,0,0
Landeck,Ladis,2020,36,0,0,0,0,0
Landeck,Ladis,2020,37,0,0,0,0,0
Landeck,Ladis,2020,38,0,0,0,0,0
Landeck,Ladis,2020,39,0,0,0,0,0
Landeck,Ladis,2020,40,0,0,0,0,0
Landeck,Ladis,2020,41,0,0,0,0,0
Landeck,Ladis,2020,42,0,0,0,0,0
Landeck,Ladis,2020,43,0,0,0,0,0
Landeck,Ladis,2020,44,0,0,0,0,0
Landeck,Ladis,2020,45,1,0,0.0177514793,0,0.6666666667
Landeck,Ladis,2020,46,0,0,0,0,0
Landeck,Ladis,2020,47,0,0,0,0,0
Landeck,Ladis,2020,48,0,0,0,0,0
Landeck,Ladis,2020,49,0,0,0,0,0
Landeck,Ladis,2020,50,0,0,0,0,0
Landeck,Ladis,2020,51,0,0,0,0,0
Landeck,Ladis,2020,52,0,0,0,0,0
Landeck,Flirsch,2020,1,0,0,0,0,0
Landeck,Flirsch,2020,2,0,0,0,0,0
Landeck,Flirsch,2020,3,0,0,0,0,0
Landeck,Flirsch,2020,4,0,0,0,0,0
Landeck,Flirsch,2020,5,0,0,0,0,0
Landeck,Flirsch,2020,6,0,0,0,0,0
Landeck,Flirsch,2020,7,0,0,0,0,0
Landeck,Flirsch,2020,8,0,0,0,0,0
Landeck,Flirsch,2020,9,0,0,0,0,0
Landeck,Flirsch,2020,10,1,0,0.0173816568,0.3333333333,1
Landeck,Flirsch,2020,11,0,0,0,0,0
Landeck,Flirsch,2020,12,0,0,0,0,0
Landeck,Flirsch,2020,13,1,0,0.0173816568,0.3333333333,1
Landeck,Flirsch,2020,14,0,0,0,0,0
Landeck,Flirsch,2020,15,0,0,0,0,0
Landeck,Flirsch,2020,16,0,0,0,0,0
Landeck,Flirsch,2020,17,0,0,0,0,0
Landeck,Flirsch,2020,18,1,0,0.0173816568,0.3333333333,1
Landeck,Flirsch,2020,19,0,0,0,0,0
Landeck,Flirsch,2020,20,0,0,0,0,0
Landeck,Flirsch,2020,21,0,0,0,0,0
Landeck,Flirsch,2020,22,0,0,0,0,0
Landeck,Flirsch,2020,23,1,0,0.0173816568,0.3333333333,1
Landeck,Flirsch,2020,24,0,0,0,0,0
Landeck,Flirsch,2020,25,0,0,0,0,0
Landeck,Flirsch,2020,26,0,0,0,0,0
Landeck,Flirsch,2020,27,0,0,0,0,0
Landeck,Flirsch,2020,28,0,0,0,0,0
Landeck,Flirsch,2020,29,0,0,0,0,0
Landeck,Flirsch,2020,30,0,0,0,0,0
Landeck,Flirsch,2020,31,0,0,0,0,0
Landeck,Flirsch,2020,32,0,0,0,0,0
Landeck,Flirsch,2020,33,0,0,0,0,0
Landeck,Flirsch,2020,34,0,0,0,0,0
Landeck,Flirsch,2020,35,0,0,0,0,0
Landeck,Flirsch,2020,36,0,0,0,0,0
Landeck,Flirsch,2020,37,0,0,0,0,0
Landeck,Flirsch,2020,38,0,0,0,0,0
Landeck,Flirsch,2020,39,0,0,0,0,0
Landeck,Flirsch,2020,40,0,0,0,0,0
Landeck,Flirsch,2020,41,1,0,0.0173816568,0.3333333333,1
Landeck,Flirsch,2020,42,0,0,0,0,0
Landeck,Flirsch,2020,43,1,0,0.0173816568,0.3333333333,1
Landeck,Flirsch,2020,44,0,0,0,0,0
Landeck,Flirsch,2020,45,0,0,0,0,0
Landeck,Flirsch,2020,46,0,0,0,0,0
Landeck,Flirsch,2020,47,0,0,0,0,0
Landeck,Flirsch,2020,48,0,0,0,0,0
Landeck,Flirsch,2020,49,0,0,0,0,0
Landeck,Flirsch,2020,50,0,0,0,0,0
Landeck,Flirsch,2020,51,0,0,0,0,0
Landeck,Flirsch,2020,52,0,0,0,0,0
Landeck,Nauders,2020,1,1,0,0.0083210059,0,0.6666666667
Landeck,Nauders,2020,2,0,0,0,0,0
Landeck,Nauders,2020,3,0,0,0,0,0
Landeck,Nauders,2020,4,0,0,0,0,0
Landeck,Nauders,2020,5,0,0,0,0,0
Landeck,Nauders,2020,6,0,0,0,0,0
Landeck,Nauders,2020,7,0,0,0,0,0
Landeck,Nauders,2020,8,0,0,0,0,0
Landeck,Nauders,2020,9,0,0,0,0,0
Landeck,Nauders,2020,10,0,0,0,0,0
Landeck,Nauders,2020,11,1,0,0.0083210059,0,0.1666666667
Landeck,Nauders,2020,12,0,0,0,0,0
Landeck,Nauders,2020,13,0,0,0,0,0
Landeck,Nauders,2020,14,0,0,0,0,0
Landeck,Nauders,2020,15,0,0,0,0,0
Landeck,Nauders,2020,16,0,0,0,0,0
Landeck,Nauders,2020,17,1,0,0.0083210059,0.3333333333,1
Landeck,Nauders,2020,18,1,0,0.0083210059,0.3333333333,1
Landeck,Nauders,2020,19,0,0,0,0,0
Landeck,Nauders,2020,20,0,0,0,0,0
Landeck,Nauders,2020,21,0,0,0,0,0
Landeck,Nauders,2020,22,0,0,0,0,0
Landeck,Nauders,2020,23,1,0,0.0083210059,0,0.6666666667
Landeck,Nauders,2020,24,0,0,0,0,0
Landeck,Nauders,2020,25,0,0,0,0,0
Landeck,Nauders,2020,26,1,0,0.0083210059,0,0.6666666667
Landeck,Nauders,2020,27,0,0,0,0,0
Landeck,Nauders,2020,28,0,0,0,0,0
Landeck,Nauders,2020,29,0,0,0,0,0
Landeck,Nauders,2020,30,1,0,0.0083210059,0.3333333333,1
Landeck,Nauders,2020,31,0,0,0,0,0
Landeck,Nauders,2020,32,0,0,0,0,0
Landeck,Nauders,2020,33,0,0,0,0,0
Landeck,Nauders,2020,34,1,0,0.0083210059,0.3333333333,1
Landeck,Nauders,2020,35,1,0,0.0083210059,0.3333333333,1
Landeck,Nauders,2020,36,0,0,0,0,0
Landeck,Nauders,2020,37,0,0,0,0,0
Landeck,Nauders,2020,38,1,0,0.0083210059,0,0.6666666667
Landeck,Nauders,2020,39,0,0,0,0,0
Landeck,Nauders,2020,40,0,0,0,0,0
Landeck,Nauders,2020,41,1,0,0.0083210059,0,0.6666666667
Landeck,Nauders,2020,42,0,0,0,0,0
Landeck,Nauders,2020,43,0,0,0,0,0
Landeck,Nauders,2020,44,0,0,0,0,0
Landeck,Nauders,2020,45,0,0,0,0,0
Landeck,Nauders,2020,46,0,0,0,0,0
Landeck,Nauders,2020,47,0,0,0,0,0
Landeck,Nauders,2020,48,0,0,0,0,0
Landeck,Nauders,2020,49,0,0,0,0,0
Landeck,Nauders,2020,50,0,0,0,0,0
Landeck,Nauders,2020,51,0,0,0,0,0
Landeck,Nauders,2020,52,0,0,0,0,0
Landeck,Kaunerberg,2020,1,0,0,0,0,0
Landeck,Kaunerberg,2020,2,0,0,0,0,0
Landeck,Kaunerberg,2020,3,0,0,0,0,0
Landeck,Kaunerberg,2020,4,0,0,0,0,0
Landeck,Kaunerberg,2020,5,0,0,0,0,0
Landeck,Kaunerberg,2020,6,0,0,0,0,0
Landeck,Kaunerberg,2020,7,0,0,0,0,0
Landeck,Kaunerberg,2020,8,0,0,0,0,0
Landeck,Kaunerberg,2020,9,0,0,0,0,0
Landeck,Kaunerberg,2020,10,0,0,0,0,0
Landeck,Kaunerberg,2020,11,0,0,0,0,0
Landeck,Kaunerberg,2020,12,0,0,0,0,0
Landeck,Kaunerberg,2020,13,0,0,0,0,0
Landeck,Kaunerberg,2020,14,0,0,0,0,0
Landeck,Kaunerberg,2020,15,0,0,0,0,0
Landeck,Kaunerberg,2020,16,0,0,0,0,0
Landeck,Kaunerberg,2020,17,0,0,0,0,0
Landeck,Kaunerberg,2020,18,0,0,0,0,0
Landeck,Kaunerberg,2020,19,0,0,0,0,0
Landeck,Kaunerberg,2020,20,0,0,0,0,0
Landeck,Kaunerberg,2020,21,0,0,0,0,0
Landeck,Kaunerberg,2020,22,0,0,0,0,0
Landeck,Kaunerberg,2020,23,0,0,0,0,0
Landeck,Kaunerberg,2020,24,0,0,0,0,0
Landeck,Kaunerberg,2020,25,0,0,0,0,0
Landeck,Kaunerberg,2020,26,0,0,0,0,0
Landeck,Kaunerberg,2020,27,0,0,0,0,0
Landeck,Kaunerberg,2020,28,0,0,0,0,0
Landeck,Kaunerberg,2020,29,0,0,0,0,0
Landeck,Kaunerberg,2020,30,0,0,0,0,0
Landeck,Kaunerberg,2020,31,0,0,0,0,0
Landeck,Kaunerberg,2020,32,0,0,0,0,0
Landeck,Kaunerberg,2020,33,0,0,0,0,0
Landeck,Kaunerberg,2020,34,0,0,0,0,0
Landeck,Kaunerberg,2020,35,0,0,0,0,0
Landeck,Kaunerberg,2020,36,0,0,0,0,0
Landeck,Kaunerberg,2020,37,0,0,0,0,0
Landeck,Kaunerberg,2020,38,1,0,0.0184911243,0.3333333333,1
Landeck,Kaunerberg,2020,39,0,0,0,0,0
Landeck,Kaunerberg,2020,40,1,0,0.0184911243,0.3333333333,1
Landeck,Kaunerberg,2020,41,0,0,0,0,0
Landeck,Kaunerberg,2020,42,0,0,0,0,0
Landeck,Kaunerberg,2020,43,0,0,0,0,0
Landeck,Kaunerberg,2020,44,0,0,0,0,0
Landeck,Kaunerberg,2020,45,0,0,0,0,0
Landeck,Kaunerberg,2020,46,0,0,0,0,0
Landeck,Kaunerberg,2020,47,0,0,0,0,0
Landeck,Kaunerberg,2020,48,0,0,0,0,0
Landeck,Kaunerberg,2020,49,0,0,0,0,0
Landeck,Kaunerberg,2020,50,0,0,0,0,0
Landeck,Kaunerberg,2020,51,0,0,0,0,0
Landeck,Kaunerberg,2020,52,0,0,0,0,0
Landeck,Ischgl,2020,1,0,0,0,0,0
Landeck,Ischgl,2020,2,1,0,0.0073964497,0.3333333333,1
Landeck,Ischgl,2020,3,1,0,0.0073964497,0,0.3333333333
Landeck,Ischgl,2020,4,0,0,0,0,0
Landeck,Ischgl,2020,5,1,0,0.0073964497,0.3333333333,1
Landeck,Ischgl,2020,6,0,0,0,0,0
Landeck,Ischgl,2020,7,0,0,0,0,0
Landeck,Ischgl,2020,8,0,0,0,0,0
Landeck,Ischgl,2020,9,0,0,0,0,0
Landeck,Ischgl,2020,10,0,0,0,0,0
Landeck,Ischgl,2020,11,1,0,0.0073964497,0,0.6666666667
Landeck,Ischgl,2020,12,2,0,0.0170118343,1,1.6666666667
Landeck,Ischgl,2020,13,1,0,0.0073964497,0,0.1666666667
Landeck,Ischgl,2020,14,2,0,0.0170118343,0.6666666667,2
Landeck,Ischgl,2020,15,3,0.0192307692,0.0266272189,1,3
Landeck,Ischgl,2020,16,0,0,0,0,0
Landeck,Ischgl,2020,17,0,0,0,0,0
Landeck,Ischgl,2020,18,1,0,0.0073964497,0.3333333333,1
Landeck,Ischgl,2020,19,0,0,0,0,0
Landeck,Ischgl,2020,20,0,0,0,0,0
Landeck,Ischgl,2020,21,0,0,0,0,0
Landeck,Ischgl,2020,22,0,0,0,0,0
Landeck,Ischgl,2020,23,0,0,0,0,0
Landeck,Ischgl,2020,24,0,0,0,0,0
Landeck,Ischgl,2020,25,0,0,0,0,0
Landeck,Ischgl,2020,26,0,0,0,0,0
Landeck,Ischgl,2020,27,0,0,0,0,0
Landeck,Ischgl,2020,28,1,0,0.0073964497,0,0.6666666667
Landeck,Ischgl,2020,29,0,0,0,0,0
Landeck,Ischgl,2020,30,1,0,0.0073964497,0,0.6666666667
Landeck,Ischgl,2020,31,0,0,0,0,0
Landeck,Ischgl,2020,32,0,0,0,0,0
Landeck,Ischgl,2020,33,0,0,0,0,0
Landeck,Ischgl,2020,34,0,0,0,0,0
Landeck,Ischgl,2020,35,0,0,0,0,0
Landeck,Ischgl,2020,36,0,0,0,0,0
Landeck,Ischgl,2020,37,0,0,0,0,0
Landeck,Ischgl,2020,38,1,0,0.0073964497,0,0.6666666667
Landeck,Ischgl,2020,39,1,0,0.0073964497,0.3333333333,1
Landeck,Ischgl,2020,40,0,0,0,0,0
Landeck,Ischgl,2020,41,0,0,0,0,0
Landeck,Ischgl,2020,42,0,0,0,0,0
Landeck,Ischgl,2020,43,0,0,0,0,0
Landeck,Ischgl,2020,44,0,0,0,0,0
Landeck,Ischgl,2020,45,0,0,0,0,0
Landeck,Ischgl,2020,46,0,0,0,0,0
Landeck,Ischgl,2020,47,0,0,0,0,0
Landeck,Ischgl,2020,48,0,0,0,0,0
Landeck,Ischgl,2020,49,0,0,0,0,0
Landeck,Ischgl,2020,50,0,0,0,0,0
Landeck,Ischgl,2020,51,0,0,0,0,0
Landeck,Ischgl,2020,52,0,0,0,0,0
Landeck,Fiss,2020,1,0,0,0,0,0
Landeck,Fiss,2020,2,0,0,0,0,0
Landeck,Fiss,2020,3,0,0,0,0,0
Landeck,Fiss,2020,4,0,0,0,0,0
Landeck,Fiss,2020,5,1,0,0.0159023669,0,0.3333333333
Landeck,Fiss,2020,6,0,0,0,0,0
Landeck,Fiss,2020,7,0,0,0,0,0
Landeck,Fiss,2020,8,0,0,0,0,0
Landeck,Fiss,2020,9,0,0,0,0,0
Landeck,Fiss,2020,10,0,0,0,0,0
Landeck,Fiss,2020,11,0,0,0,0,0
Landeck,Fiss,2020,12,0,0,0,0,0
Landeck,Fiss,2020,13,0,0,0,0,0
Landeck,Fiss,2020,14,1,0,0.0159023669,0,0.3333333333
Landeck,Fiss,2020,15,0,0,0,0,0
Landeck,Fiss,2020,16,0,0,0,0,0
Landeck,Fiss,2020,17,0,0,0,0,0
Landeck,Fiss,2020,18,0,0,0,0,0
Landeck,Fiss,2020,19,0,0,0,0,0
Landeck,Fiss,2020,20,0,0,0,0,0
Landeck,Fiss,2020,21,0,0,0,0,0
Landeck,Fiss,2020,22,0,0,0,0,0
Landeck,Fiss,2020,23,0,0,0,0,0
Landeck,Fiss,2020,24,0,0,0,0,0
Landeck,Fiss,2020,25,0,0,0,0,0
Landeck,Fiss,2020,26,0,0,0,0,0
Landeck,Fiss,2020,27,0,0,0,0,0
Landeck,Fiss,2020,28,0,0,0,0,0
Landeck,Fiss,2020,29,0,0,0,0,0
Landeck,Fiss,2020,30,0,0,0,0,0
Landeck,Fiss,2020,31,0,0,0,0,0
Landeck,Fiss,2020,32,0,0,0,0,0
Landeck,Fiss,2020,33,0,0,0,0,0
Landeck,Fiss,2020,34,1,0,0.0159023669,0,0.6666666667
Landeck,Fiss,2020,35,0,0,0,0,0
Landeck,Fiss,2020,36,0,0,0,0,0
Landeck,Fiss,2020,37,0,0,0,0,0
Landeck,Fiss,2020,38,1,0,0.0159023669,0,0.6666666667
Landeck,Fiss,2020,39,0,0,0,0,0
Landeck,Fiss,2020,40,0,0,0,0,0
Landeck,Fiss,2020,41,0,0,0,0,0
Landeck,Fiss,2020,42,0,0,0,0,0
Landeck,Fiss,2020,43,0,0,0,0,0
Landeck,Fiss,2020,44,0,0,0,0,0
Landeck,Fiss,2020,45,0,0,0,0,0
Landeck,Fiss,2020,46,0,0,0,0,0
Landeck,Fiss,2020,47,0,0,0,0,0
Landeck,Fiss,2020,48,0,0,0,0,0
Landeck,Fiss,2020,49,0,0,0,0,0
Landeck,Fiss,2020,50,0,0,0,0,0
Landeck,Fiss,2020,51,0,0,0,0,0
Landeck,Fiss,2020,52,0,0,0,0,0
Landeck,Serfaus,2020,1,0,0,0,0,0
Landeck,Serfaus,2020,2,0,0,0,0,0
Landeck,Serfaus,2020,3,0,0,0,0,0
Landeck,Serfaus,2020,4,0,0,0,0,0
Landeck,Serfaus,2020,5,0,0,0,0,0
Landeck,Serfaus,2020,6,0,0,0,0,0
Landeck,Serfaus,2020,7,0,0,0,0,0
Landeck,Serfaus,2020,8,0,0,0,0,0
Landeck,Serfaus,2020,9,0,0,0,0,0
Landeck,Serfaus,2020,10,0,0,0,0,0
Landeck,Serfaus,2020,11,1,0,0.0181213018,0.3333333333,1
Landeck,Serfaus,2020,12,1,0,0.0181213018,0.3333333333,1
Landeck,Serfaus,2020,13,0,0,0,0,0
Landeck,Serfaus,2020,14,0,0,0,0,0
Landeck,Serfaus,2020,15,0,0,0,0,0
Landeck,Serfaus,2020,16,0,0,0,0,0
Landeck,Serfaus,2020,17,0,0,0,0,0
Landeck,Serfaus,2020,18,0,0,0,0,0
Landeck,Serfaus,2020,19,0,0,0,0,0
Landeck,Serfaus,2020,20,0,0,0,0,0
Landeck,Serfaus,2020,21,0,0,0,0,0
Landeck,Serfaus,2020,22,1,0,0.0181213018,0.3333333333,1
Landeck,Serfaus,2020,23,0,0,0,0,0
Landeck,Serfaus,2020,24,0,0,0,0,0
Landeck,Serfaus,2020,25,0,0,0,0,0
Landeck,Serfaus,2020,26,1,0,0.0181213018,0.3333333333,1
Landeck,Serfaus,2020,27,0,0,0,0,0
Landeck,Serfaus,2020,28,0,0,0,0,0
Landeck,Serfaus,2020,29,0,0,0,0,0
Landeck,Serfaus,2020,30,0,0,0,0,0
Landeck,Serfaus,2020,31,0,0,0,0,0
Landeck,Serfaus,2020,32,0,0,0,0,0
Landeck,Serfaus,2020,33,0,0,0,0,0
Landeck,Serfaus,2020,34,0,0,0,0,0
Landeck,Serfaus,2020,35,0,0,0,0,0
Landeck,Serfaus,2020,36,0,0,0,0,0
Landeck,Serfaus,2020,37,1,0,0.0181213018,0,0.6666666667
Landeck,Serfaus,2020,38,0,0,0,0,0
Landeck,Serfaus,2020,39,0,0,0,0,0
Landeck,Serfaus,2020,40,0,0,0,0,0
Landeck,Serfaus,2020,41,0,0,0,0,0
Landeck,Serfaus,2020,42,0,0,0,0,0
Landeck,Serfaus,2020,43,0,0,0,0,0
Landeck,Serfaus,2020,44,0,0,0,0,0
Landeck,Serfaus,2020,45,0,0,0,0,0
Landeck,Serfaus,2020,46,0,0,0,0,0
Landeck,Serfaus,2020,47,0,0,0,0,0
Landeck,Serfaus,2020,48,0,0,0,0,0
Landeck,Serfaus,2020,49,0,0,0,0,0
Landeck,Serfaus,2020,50,0,0,0,0,0
Landeck,Serfaus,2020,51,0,0,0,0,0
Landeck,Serfaus,2020,52,0,0,0,0,0
Landeck,Kauns,2020,1,0,0,0,0,0
Landeck,Kauns,2020,2,1,0,0.0184911243,0.3333333333,1
Landeck,Kauns,2020,3,0,0,0,0,0
Landeck,Kauns,2020,4,0,0,0,0,0
Landeck,Kauns,2020,5,0,0,0,0,0
Landeck,Kauns,2020,6,0,0,0,0,0
Landeck,Kauns,2020,7,0,0,0,0,0
Landeck,Kauns,2020,8,0,0,0,0,0
Landeck,Kauns,2020,9,0,0,0,0,0
Landeck,Kauns,2020,10,0,0,0,0,0
Landeck,Kauns,2020,11,0,0,0,0,0
Landeck,Kauns,2020,12,0,0,0,0,0
Landeck,Kauns,2020,13,0,0,0,0,0
Landeck,Kauns,2020,14,1,0,0.0184911243,0.3333333333,1
Landeck,Kauns,2020,15,0,0,0,0,0
Landeck,Kauns,2020,16,0,0,0,0,0
Landeck,Kauns,2020,17,0,0,0,0,0
Landeck,Kauns,2020,18,0,0,0,0,0
Landeck,Kauns,2020,19,0,0,0,0,0
Landeck,Kauns,2020,20,0,0,0,0,0
Landeck,Kauns,2020,21,0,0,0,0,0
Landeck,Kauns,2020,22,0,0,0,0,0
Landeck,Kauns,2020,23,0,0,0,0,0
Landeck,Kauns,2020,24,0,0,0,0,0
Landeck,Kauns,2020,25,1,0,0.0184911243,0,0.6666666667
Landeck,Kauns,2020,26,0,0,0,0,0
Landeck,Kauns,2020,27,0,0,0,0,0
Landeck,Kauns,2020,28,0,0,0,0,0
Landeck,Kauns,2020,29,0,0,0,0,0
Landeck,Kauns,2020,30,0,0,0,0,0
Landeck,Kauns,2020,31,0,0,0,0,0
Landeck,Kauns,2020,32,0,0,0,0,0
Landeck,Kauns,2020,33,0,0,0,0,0
Landeck,Kauns,2020,34,0,0,0,0,0
Landeck,Kauns,2020,35,0,0,0,0,0
Landeck,Kauns,2020,36,1,0,0.0184911243,0.3333333333,1
Landeck,Kauns,2020,37,0,0,0,0,0
Landeck,Kauns,2020,38,0,0,0,0,0
Landeck,Kauns,2020,39,0,0,0,0,0
Landeck,Kauns,2020,40,0,0,0,0,0
Landeck,Kauns,2020,41,0,0,0,0,0
Landeck,Kauns,2020,42,0,0,0,0,0
Landeck,Kauns,2020,43,0,0,0,0,0
Landeck,Kauns,2020,44,0,0,0,0,0
Landeck,Kauns,2020,45,0,0,0,0,0
Landeck,Kauns,2020,46,0,0,0,0,0
Landeck,Kauns,2020,47,0,0,0,0,0
Landeck,Kauns,2020,48,0,0,0,0,0
Landeck,Kauns,2020,49,0,0,0,0,0
Landeck,Kauns,2020,50,0,0,0,0,0
Landeck,Kauns,2020,51,0,0,0,0,0
Landeck,Kauns,2020,52,0,0,0,0,0
Landeck,Stanz bei Landeck,2020,1,0,0,0,0,0
