date,year,week,municipaly,district,hash
28.11.2019,2019,48,Brixlegg,Kufstein,1241065483
28.11.2019,2019,48,Kufstein,Kufstein,2023371484
27.11.2019,2019,48,Fließ,Landeck,-865770887
27.11.2019,2019,48,Fließ,Landeck,888990576
27.11.2019,2019,48,Wiesing,Schwaz,2032892045
27.11.2019,2019,48,Pfaffenhofen,Innsbruck-Land,-1087919996
27.11.2019,2019,48,Innsbruck,Innsbruck-Stadt,212698008
27.11.2019,2019,48,Dölsach,Lienz,1026320269
27.11.2019,2019,48,Innsbruck,Innsbruck-Stadt,1937322742
27.11.2019,2019,48,Wörgl,Kufstein,1470107662
27.11.2019,2019,48,Kirchbichl,Kufstein,1739085580
27.11.2019,2019,48,Gnadenwald,Innsbruck-Land,-948301543
27.11.2019,2019,48,Längenfeld,Imst,1452650147
27.11.2019,2019,48,Radfeld,Kufstein,1554912211
27.11.2019,2019,48,Kals am Großglockner,Lienz,191809691
26.11.2019,2019,48,Innsbruck,Innsbruck-Stadt,-1144900749
26.11.2019,2019,48,Schwaz,Schwaz,-1576049826
26.11.2019,2019,48,Axams,Innsbruck-Land,848225603
26.11.2019,2019,48,Innsbruck,Innsbruck-Stadt,-1416816571
26.11.2019,2019,48,Innsbruck,Innsbruck-Stadt,-260686176
26.11.2019,2019,48,Reutte,Reutte,-1010306606
26.11.2019,2019,48,Rum,Innsbruck-Land,687536675
26.11.2019,2019,48,Kramsach,Kufstein,-841574833
26.11.2019,2019,48,Brixen im Thale,Kitzbühel,1243142735
26.11.2019,2019,48,Schönberg im Stubaital,Innsbruck-Land,1871586440
26.11.2019,2019,48,Wörgl,Kufstein,596089647
26.11.2019,2019,48,Fügen,Schwaz,-563304306
26.11.2019,2019,48,See,Landeck,2080185673
26.11.2019,2019,48,Itter,Kitzbühel,282265696
26.11.2019,2019,48,Innsbruck,Innsbruck-Stadt,1554961716
25.11.2019,2019,48,Oberhofen im Inntal,Innsbruck-Land,138059003
25.11.2019,2019,48,Kematen in Tirol,Innsbruck-Land,-971178537
25.11.2019,2019,48,Rinn,Innsbruck-Land,-1706329785
25.11.2019,2019,48,Weerberg,Schwaz,417342482
25.11.2019,2019,48,Innsbruck,Innsbruck-Stadt,1573686825
25.11.2019,2019,48,Innsbruck,Innsbruck-Stadt,603525265
25.11.2019,2019,48,Kufstein,Kufstein,-58131868
25.11.2019,2019,48,Niederndorf,Kufstein,-1163257175
25.11.2019,2019,48,Lienz,Lienz,1446023784
25.11.2019,2019,48,Virgen,Lienz,-130270670
25.11.2019,2019,48,St. Veit in Defereggen,Lienz,-915493324
25.11.2019,2019,48,Vils,Reutte,-1463858093
25.11.2019,2019,48,Kufstein,Kufstein,1833291707
25.11.2019,2019,48,Umhausen,Imst,236325113
25.11.2019,2019,48,Kirchberg in Tirol,Kitzbühel,1003852254
25.11.2019,2019,48,Söll,Kufstein,1897089221
24.11.2019,2019,47,Seefeld in Tirol,Innsbruck-Land,-1304122002
24.11.2019,2019,47,Seefeld in Tirol,Innsbruck-Land,1258421960
24.11.2019,2019,47,Silz,Imst,-328021337
24.11.2019,2019,47,Kramsach,Kufstein,-1702725290
24.11.2019,2019,47,Kufstein,Kufstein,-770886649
24.11.2019,2019,47,Wörgl,Kufstein,-1219870302
24.11.2019,2019,47,Schönberg im Stubaital,Innsbruck-Land,-1271610913
24.11.2019,2019,47,Imst,Imst,-1295628642
24.11.2019,2019,47,Kitzbühel,Kitzbühel,2066041895
24.11.2019,2019,47,Waidring,Kitzbühel,562158101
23.11.2019,2019,47,Prutz,Landeck,1257649236
23.11.2019,2019,47,Achenkirch,Schwaz,1267842909
23.11.2019,2019,47,Fügen,Schwaz,-828833989
23.11.2019,2019,47,Schwaz,Schwaz,-620085842
23.11.2019,2019,47,Aschau im Zillertal,Schwaz,-1137895462
23.11.2019,2019,47,Mutters,Innsbruck-Land,1143398103
23.11.2019,2019,47,Wörgl,Kufstein,-1256631546
23.11.2019,2019,47,Kössen,Kitzbühel,214057500
23.11.2019,2019,47,Pflach,Reutte,43588774
23.11.2019,2019,47,Tarrenz,Imst,-1529135048
23.11.2019,2019,47,Schattwald,Reutte,-578129229
23.11.2019,2019,47,Brixlegg,Kufstein,-549963756
23.11.2019,2019,47,Breitenbach am Inn,Kufstein,1622479655
23.11.2019,2019,47,Oetz,Imst,-1037089161
23.11.2019,2019,47,Ellmau,Kufstein,906609923
22.11.2019,2019,47,Zirl,Innsbruck-Land,1906514056
22.11.2019,2019,47,Obsteig,Imst,1794652711
22.11.2019,2019,47,Oberperfuss,Innsbruck-Land,-1437011919
22.11.2019,2019,47,Schwaz,Schwaz,1711467188
22.11.2019,2019,47,Axams,Innsbruck-Land,592385222
22.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,2142732901
22.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,1054418235
22.11.2019,2019,47,Kitzbühel,Kitzbühel,-2084693326
22.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,1093706382
22.11.2019,2019,47,Radfeld,Kufstein,583937666
22.11.2019,2019,47,Langkampfen,Kufstein,919651768
22.11.2019,2019,47,Außervillgraten,Lienz,185883069
22.11.2019,2019,47,Wenns,Imst,-1894992458
22.11.2019,2019,47,Söll,Kufstein,-1835562448
22.11.2019,2019,47,Jochberg,Kitzbühel,-1111381968
22.11.2019,2019,47,Itter,Kitzbühel,1006234235
22.11.2019,2019,47,Jenbach,Schwaz,1820322170
22.11.2019,2019,47,Kufstein,Kufstein,-1381421260
22.11.2019,2019,47,Sölden,Imst,-2139438216
21.11.2019,2019,47,Grins,Landeck,2042234827
21.11.2019,2019,47,Kaltenbach,Schwaz,-548511292
21.11.2019,2019,47,Axams,Innsbruck-Land,-1690968995
21.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,829693509
21.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,1080548972
21.11.2019,2019,47,Ried im Zillertal,Schwaz,-548511292
21.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,-1831654094
21.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,1978940725
21.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,1514743658
21.11.2019,2019,47,Kössen,Kitzbühel,-1872847466
21.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,-1035421588
21.11.2019,2019,47,Kals am Großglockner,Lienz,-526410872
21.11.2019,2019,47,Nußdorf-Debant,Lienz,-2020138574
21.11.2019,2019,47,Kundl,Kufstein,920917161
21.11.2019,2019,47,St. Johann in Tirol,Kitzbühel,-387448702
21.11.2019,2019,47,Bad Häring,Kufstein,-2116957164
21.11.2019,2019,47,Kufstein,Kufstein,-688961490
21.11.2019,2019,47,Pfons,Innsbruck-Land,-984830548
21.11.2019,2019,47,Wenns,Imst,-1032323347
21.11.2019,2019,47,Oberndorf in Tirol,Kitzbühel,1996997388
21.11.2019,2019,47,Ellmau,Kufstein,-1911049145
20.11.2019,2019,47,Schwaz,Schwaz,1504579862
20.11.2019,2019,47,Langkampfen,Kufstein,-1071449069
20.11.2019,2019,47,Stams,Imst,1765712393
20.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,-1804292677
20.11.2019,2019,47,Axams,Innsbruck-Land,864801960
20.11.2019,2019,47,Kartitsch,Lienz,1286076569
20.11.2019,2019,47,Telfes im Stubai,Innsbruck-Land,-931100530
20.11.2019,2019,47,Langkampfen,Kufstein,125928769
20.11.2019,2019,47,Söll,Kufstein,251230132
20.11.2019,2019,47,Außervillgraten,Lienz,130206503
20.11.2019,2019,47,Brixen im Thale,Kitzbühel,-1364413766
19.11.2019,2019,47,Seefeld in Tirol,Innsbruck-Land,-844038517
19.11.2019,2019,47,Pians,Landeck,1335531142
19.11.2019,2019,47,Axams,Innsbruck-Land,-175023278
19.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,-1636200930
19.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,173444260
19.11.2019,2019,47,Lienz,Lienz,239001829
19.11.2019,2019,47,Lechaschau,Reutte,1993557721
19.11.2019,2019,47,Ebbs,Kufstein,-1241306882
19.11.2019,2019,47,Hopfgarten im Brixental,Kitzbühel,-1569412793
19.11.2019,2019,47,Kitzbühel,Kitzbühel,-732121892
19.11.2019,2019,47,Hall in Tirol,Innsbruck-Land,-1153687035
19.11.2019,2019,47,Tannheim,Reutte,1518872558
19.11.2019,2019,47,Heinfels,Lienz,1510155096
19.11.2019,2019,47,Untertilliach,Lienz,42059117
18.11.2019,2019,47,Schwaz,Schwaz,1352515309
18.11.2019,2019,47,Schwaz,Schwaz,205142279
18.11.2019,2019,47,Haiming,Imst,2081029209
18.11.2019,2019,47,Innsbruck,Innsbruck-Stadt,1304251736
18.11.2019,2019,47,Imst,Imst,1947184243
18.11.2019,2019,47,Telfes im Stubai,Innsbruck-Land,-469794355
18.11.2019,2019,47,Musau,Reutte,1106533645
18.11.2019,2019,47,Breitenbach am Inn,Kufstein,957219735
18.11.2019,2019,47,Kappl,Landeck,419406117
18.11.2019,2019,47,Kufstein,Kufstein,2002371773
18.11.2019,2019,47,Kirchbichl,Kufstein,-1887410394
17.11.2019,2019,46,Fritzens,Innsbruck-Land,-1126182829
17.11.2019,2019,46,Kaunerberg,Landeck,-192676417
17.11.2019,2019,46,Nauders,Landeck,-1061797552
17.11.2019,2019,46,Pettneu am Arlberg,Landeck,-1232933810
17.11.2019,2019,46,Zams,Landeck,-1531579374
17.11.2019,2019,46,Stumm,Schwaz,-750918560
17.11.2019,2019,46,Fritzens,Innsbruck-Land,1014282579
17.11.2019,2019,46,Rietz,Imst,-373394958
17.11.2019,2019,46,Kufstein,Kufstein,1887513078
17.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-488571908
17.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-379647451
17.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,761690938
17.11.2019,2019,46,Telfes im Stubai,Innsbruck-Land,1009369077
17.11.2019,2019,46,Oberlienz,Lienz,-814405853
17.11.2019,2019,46,Lienz,Lienz,-689473041
17.11.2019,2019,46,Kramsach,Kufstein,-1870578909
17.11.2019,2019,46,Dölsach,Lienz,-647349301
17.11.2019,2019,46,Pfons,Innsbruck-Land,-1550742147
17.11.2019,2019,46,Kramsach,Kufstein,1497542955
16.11.2019,2019,46,Pettneu am Arlberg,Landeck,160653679
16.11.2019,2019,46,Schwaz,Schwaz,1319731284
16.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,797634038
16.11.2019,2019,46,Tux,Schwaz,-1904929022
16.11.2019,2019,46,Telfs,Innsbruck-Land,-959198771
16.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-1442321962
16.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-1971012719
16.11.2019,2019,46,Kufstein,Kufstein,169185196
16.11.2019,2019,46,Kals am Großglockner,Lienz,-1518809729
16.11.2019,2019,46,Kals am Großglockner,Lienz,-457378582
16.11.2019,2019,46,Lienz,Lienz,-9081274
16.11.2019,2019,46,Fulpmes,Innsbruck-Land,807131385
16.11.2019,2019,46,Kirchdorf in Tirol,Kitzbühel,1036135689
16.11.2019,2019,46,Wörgl,Kufstein,963669901
16.11.2019,2019,46,Fieberbrunn,Kitzbühel,-450541495
16.11.2019,2019,46,Lienz,Lienz,-2593449
16.11.2019,2019,46,Karrösten,Imst,1408981206
16.11.2019,2019,46,Baumkirchen,Innsbruck-Land,391363018
16.11.2019,2019,46,See,Landeck,1685719496
16.11.2019,2019,46,Elmen,Reutte,1601329839
16.11.2019,2019,46,Hopfgarten im Brixental,Kitzbühel,-1797362059
16.11.2019,2019,46,Bruck am Ziller,Schwaz,157704595
16.11.2019,2019,46,Kappl,Landeck,1841685302
15.11.2019,2019,46,Fiss,Landeck,534162926
15.11.2019,2019,46,Schwaz,Schwaz,1907786007
15.11.2019,2019,46,Pill,Schwaz,1773301968
15.11.2019,2019,46,Münster,Kufstein,-2038314813
15.11.2019,2019,46,Sellrain,Innsbruck-Land,1710879903
15.11.2019,2019,46,Hall in Tirol,Innsbruck-Land,-1672875127
15.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,1213555310
15.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-1803520546
15.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-1656559051
15.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,1596619043
15.11.2019,2019,46,Mühlbachl,Innsbruck-Land,1405699352
15.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-785095381
15.11.2019,2019,46,Steinach am Brenner,Innsbruck-Land,-549691750
15.11.2019,2019,46,Jenbach,Schwaz,-811759930
14.11.2019,2019,46,Kufstein,Kufstein,1330761215
14.11.2019,2019,46,Stummerberg,Schwaz,1249747373
14.11.2019,2019,46,Birgitz,Innsbruck-Land,115726474
14.11.2019,2019,46,Stumm,Schwaz,1249747373
14.11.2019,2019,46,Telfs,Innsbruck-Land,-1017876340
14.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,1097114897
14.11.2019,2019,46,Kufstein,Kufstein,-895423651
14.11.2019,2019,46,Obertilliach,Lienz,843808846
14.11.2019,2019,46,Hopfgarten im Brixental,Kitzbühel,93505490
14.11.2019,2019,46,Telfes im Stubai,Innsbruck-Land,-1344036055
14.11.2019,2019,46,St. Johann in Tirol,Kitzbühel,388405696
14.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-691919460
14.11.2019,2019,46,Pfons,Innsbruck-Land,-1694824093
14.11.2019,2019,46,Kirchberg in Tirol,Kitzbühel,1539573073
14.11.2019,2019,46,Hochfilzen,Kitzbühel,-1691952595
14.11.2019,2019,46,St. Johann in Tirol,Kitzbühel,1731335137
14.11.2019,2019,46,St. Johann in Tirol,Kitzbühel,70050457
13.11.2019,2019,46,Scharnitz,Innsbruck-Land,1983583884
13.11.2019,2019,46,Zirl,Innsbruck-Land,-1951036855
13.11.2019,2019,46,Weerberg,Schwaz,2009167887
13.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-1078814444
13.11.2019,2019,46,Sellrain,Innsbruck-Land,1919828671
13.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-810399037
13.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-993857761
13.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,1105236883
13.11.2019,2019,46,Trins,Innsbruck-Land,-1531614179
13.11.2019,2019,46,Sölden,Imst,-1509897474
13.11.2019,2019,46,Kirchbichl,Kufstein,882292322
13.11.2019,2019,46,Kundl,Kufstein,-1325987882
13.11.2019,2019,46,Schmirn,Innsbruck-Land,-179190322
12.11.2019,2019,46,Wattens,Innsbruck-Land,1884868559
12.11.2019,2019,46,Radfeld,Kufstein,1328131347
12.11.2019,2019,46,Schwaz,Schwaz,1570873314
12.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-988124510
12.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,1829376797
12.11.2019,2019,46,Wattens,Innsbruck-Land,-362308621
12.11.2019,2019,46,Lienz,Lienz,-162351520
12.11.2019,2019,46,Steinach am Brenner,Innsbruck-Land,1402247418
12.11.2019,2019,46,Kufstein,Kufstein,1320335152
12.11.2019,2019,46,Lienz,Lienz,367603584
12.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-1201696995
12.11.2019,2019,46,Kramsach,Kufstein,-264362327
11.11.2019,2019,46,Pfunds,Landeck,16080781
11.11.2019,2019,46,Schwaz,Schwaz,-1013282787
11.11.2019,2019,46,Zell am Ziller,Schwaz,745533335
11.11.2019,2019,46,Hippach,Schwaz,1088481655
11.11.2019,2019,46,Stumm,Schwaz,-166568658
11.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,1838388317
11.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,1142004071
11.11.2019,2019,46,Wenns,Imst,-497593672
11.11.2019,2019,46,Pettneu am Arlberg,Landeck,-1421085189
11.11.2019,2019,46,Forchach,Reutte,1334830285
11.11.2019,2019,46,Kufstein,Kufstein,51474780
11.11.2019,2019,46,Sautens,Imst,-710205550
11.11.2019,2019,46,Neustift im Stubaital,Innsbruck-Land,-1859066841
11.11.2019,2019,46,St. Johann in Tirol,Kitzbühel,275929404
11.11.2019,2019,46,Innsbruck,Innsbruck-Stadt,-1452221526
10.11.2019,2019,45,Ladis,Landeck,-253067399
10.11.2019,2019,45,Breitenbach am Inn,Kufstein,-584360438
10.11.2019,2019,45,Mötz,Imst,-1600090827
10.11.2019,2019,45,Axams,Innsbruck-Land,-672487960
10.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,39175003
10.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-1471651681
10.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,656156075
10.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-1058097899
10.11.2019,2019,45,Reutte,Reutte,-1372800331
10.11.2019,2019,45,Reutte,Reutte,-2011081011
10.11.2019,2019,45,Wörgl,Kufstein,-911227364
10.11.2019,2019,45,Schwaz,Schwaz,-1983414117
09.11.2019,2019,45,Wattens,Innsbruck-Land,-437208907
09.11.2019,2019,45,Kaunertal,Landeck,1299623194
09.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,1478382360
09.11.2019,2019,45,Mayrhofen,Schwaz,2139156194
09.11.2019,2019,45,Wattens,Innsbruck-Land,-1092850255
09.11.2019,2019,45,Telfs,Innsbruck-Land,-620959667
09.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-723969278
09.11.2019,2019,45,Aldrans,Innsbruck-Land,1225277106
09.11.2019,2019,45,Ainet,Lienz,-1459616344
09.11.2019,2019,45,Lienz,Lienz,222332148
09.11.2019,2019,45,Pians,Landeck,1746993214
09.11.2019,2019,45,Schmirn,Innsbruck-Land,-2105106477
09.11.2019,2019,45,Leisach,Lienz,-541014491
09.11.2019,2019,45,Waidring,Kitzbühel,-47984401
08.11.2019,2019,45,Zirl,Innsbruck-Land,-2036533059
08.11.2019,2019,45,Landeck,Landeck,-2000614535
08.11.2019,2019,45,Serfaus,Landeck,-201441063
08.11.2019,2019,45,Alpbach,Kufstein,-632275316
08.11.2019,2019,45,Uderns,Schwaz,-1519655558
08.11.2019,2019,45,Mayrhofen,Schwaz,732549637
08.11.2019,2019,45,Kufstein,Kufstein,-53438647
08.11.2019,2019,45,Mils,Innsbruck-Land,-944123311
08.11.2019,2019,45,Wörgl,Kufstein,-1505933032
08.11.2019,2019,45,Flirsch,Landeck,-1679782947
08.11.2019,2019,45,Kufstein,Kufstein,-1256238961
08.11.2019,2019,45,Amlach,Lienz,-436020782
08.11.2019,2019,45,Lienz,Lienz,-23232619
08.11.2019,2019,45,Niederndorf,Kufstein,1320515000
08.11.2019,2019,45,Niederndorf,Kufstein,1214610893
08.11.2019,2019,45,Schwoich,Kufstein,1078052741
08.11.2019,2019,45,Kirchdorf in Tirol,Kitzbühel,-1341032288
07.11.2019,2019,45,Völs,Innsbruck-Land,1011545229
07.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-1805501716
07.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-565484256
07.11.2019,2019,45,Stams,Imst,-1767552920
07.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-488074910
07.11.2019,2019,45,Reutte,Reutte,-462632250
07.11.2019,2019,45,Karres,Imst,-419031649
06.11.2019,2019,45,Inzing,Innsbruck-Land,2049842425
06.11.2019,2019,45,Tösens,Landeck,-243971862
06.11.2019,2019,45,Zams,Landeck,261051132
06.11.2019,2019,45,Schwendau,Schwaz,-517822435
06.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-629921781
06.11.2019,2019,45,Hippach,Schwaz,-517822435
06.11.2019,2019,45,Telfs,Innsbruck-Land,1229111391
06.11.2019,2019,45,Hopfgarten im Brixental,Kitzbühel,2078411565
06.11.2019,2019,45,Steeg,Reutte,-1420968294
06.11.2019,2019,45,Hall in Tirol,Innsbruck-Land,131248700
06.11.2019,2019,45,Kufstein,Kufstein,-1283223732
06.11.2019,2019,45,Amlach,Lienz,-1922057994
06.11.2019,2019,45,Gaimberg,Lienz,647731154
06.11.2019,2019,45,Matrei am Brenner,Innsbruck-Land,-441783235
06.11.2019,2019,45,Kirchdorf in Tirol,Kitzbühel,443140323
06.11.2019,2019,45,Fieberbrunn,Kitzbühel,1831756301
06.11.2019,2019,45,Fügen,Schwaz,1441478969
05.11.2019,2019,45,Zirl,Innsbruck-Land,-1272520775
05.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-826042747
05.11.2019,2019,45,Völs,Innsbruck-Land,56587789
05.11.2019,2019,45,Polling in Tirol,Innsbruck-Land,93745850
05.11.2019,2019,45,Inzing,Innsbruck-Land,85780041
05.11.2019,2019,45,Landeck,Landeck,-1881142149
05.11.2019,2019,45,Grinzens,Innsbruck-Land,-1251733861
05.11.2019,2019,45,Tulfes,Innsbruck-Land,304853356
05.11.2019,2019,45,Mieming,Imst,943467843
05.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-1627844321
05.11.2019,2019,45,St. Jakob in Defereggen,Lienz,-23232619
05.11.2019,2019,45,Hopfgarten im Brixental,Kitzbühel,270621445
05.11.2019,2019,45,Söll,Kufstein,1262211731
05.11.2019,2019,45,Prägraten am Großvenediger,Lienz,-2046543091
05.11.2019,2019,45,Kappl,Landeck,-874247848
05.11.2019,2019,45,Thiersee,Kufstein,388572448
05.11.2019,2019,45,Matrei in Osttirol,Lienz,1145815061
05.11.2019,2019,45,Langkampfen,Kufstein,-1985464592
05.11.2019,2019,45,Breitenbach am Inn,Kufstein,536543656
04.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,1068990532
04.11.2019,2019,45,Silz,Imst,2127548824
04.11.2019,2019,45,Innsbruck,Innsbruck-Stadt,-589822589
04.11.2019,2019,45,Trins,Innsbruck-Land,502977971
04.11.2019,2019,45,St. Johann in Tirol,Kitzbühel,-344396448
04.11.2019,2019,45,Kufstein,Kufstein,632279323
04.11.2019,2019,45,Kundl,Kufstein,1654486439
04.11.2019,2019,45,Imst,Imst,491588995
04.11.2019,2019,45,Wörgl,Kufstein,-373969502
04.11.2019,2019,45,Oberndorf in Tirol,Kitzbühel,-1708394989
04.11.2019,2019,45,St. Ulrich am Pillersee,Kitzbühel,751522057
04.11.2019,2019,45,Strengen,Landeck,-1338767179
03.11.2019,2019,44,Brandenberg,Kufstein,-1532497568
03.11.2019,2019,44,Absam,Innsbruck-Land,203401892
03.11.2019,2019,44,Innsbruck,Innsbruck-Stadt,1096395173
03.11.2019,2019,44,Innsbruck,Innsbruck-Stadt,749571391
03.11.2019,2019,44,Wörgl,Kufstein,-1850865095
03.11.2019,2019,44,St. Johann in Tirol,Kitzbühel,1976732822
03.11.2019,2019,44,Jenbach,Schwaz,1121802265
03.11.2019,2019,44,Nußdorf-Debant,Lienz,298764617
03.11.2019,2019,44,Steinach am Brenner,Innsbruck-Land,-233427345
03.11.2019,2019,44,Wörgl,Kufstein,-1417845826
03.11.2019,2019,44,Bichlbach,Reutte,-1988130069
03.11.2019,2019,44,Hall in Tirol,Innsbruck-Land,-437445042
03.11.2019,2019,44,Ehrwald,Reutte,-1287156292
02.11.2019,2019,44,Spiss,Landeck,2102482172
02.11.2019,2019,44,Landeck,Landeck,-1031941313
02.11.2019,2019,44,Oberhofen im Inntal,Innsbruck-Land,-959198771
02.11.2019,2019,44,Telfs,Innsbruck-Land,-541096332
02.11.2019,2019,44,Going am Wilden Kaiser,Kitzbühel,51541894
02.11.2019,2019,44,Lienz,Lienz,1004147736
02.11.2019,2019,44,Dölsach,Lienz,-1163649965
02.11.2019,2019,44,Kundl,Kufstein,526047895
02.11.2019,2019,44,St. Johann in Tirol,Kitzbühel,956193782
01.11.2019,2019,44,Ramsau im Zillertal,Schwaz,-1902020405
01.11.2019,2019,44,Oberperfuss,Innsbruck-Land,1074597164
01.11.2019,2019,44,Silz,Imst,-1909553785
01.11.2019,2019,44,Innsbruck,Innsbruck-Stadt,-1277558566
01.11.2019,2019,44,Innsbruck,Innsbruck-Stadt,440169102
01.11.2019,2019,44,St. Johann in Tirol,Kitzbühel,-1171371506
01.11.2019,2019,44,Kirchberg in Tirol,Kitzbühel,371874054
01.11.2019,2019,44,Söll,Kufstein,1499135764
01.11.2019,2019,44,Kirchberg in Tirol,Kitzbühel,1616644252
01.11.2019,2019,44,Ainet,Lienz,1855194237
31.10.2019,2019,44,Innsbruck,Innsbruck-Stadt,192014546
31.10.2019,2019,44,Innsbruck,Innsbruck-Stadt,-1079066186
31.10.2019,2019,44,Gerlosberg,Schwaz,-589690842
31.10.2019,2019,44,Innsbruck,Innsbruck-Stadt,-1575645387
31.10.2019,2019,44,Hall in Tirol,Innsbruck-Land,1594294886
31.10.2019,2019,44,Kirchbichl,Kufstein,836195708
31.10.2019,2019,44,Schlaiten,Lienz,1936371955
31.10.2019,2019,44,Kirchberg in Tirol,Kitzbühel,206273403
31.10.2019,2019,44,Kirchbichl,Kufstein,-1270843124
31.10.2019,2019,44,Kufstein,Kufstein,-150584396
31.10.2019,2019,44,Vals,Innsbruck-Land,-492480940
30.10.2019,2019,44,Völs,Innsbruck-Land,758192193
30.10.2019,2019,44,Innsbruck,Innsbruck-Stadt,-1844021682
30.10.2019,2019,44,Innsbruck,Innsbruck-Stadt,779305371
30.10.2019,2019,44,Hopfgarten im Brixental,Kitzbühel,-1721765621
30.10.2019,2019,44,Angerberg,Kufstein,-1285930474
30.10.2019,2019,44,Lienz,Lienz,178302756
30.10.2019,2019,44,Heinfels,Lienz,484638723
30.10.2019,2019,44,Reith bei Kitzbühel,Kitzbühel,-557417039
29.10.2019,2019,44,Wattens,Innsbruck-Land,-2095509266
29.10.2019,2019,44,Vomp,Schwaz,-337524844
29.10.2019,2019,44,Ranggen,Innsbruck-Land,1376047862
29.10.2019,2019,44,Silz,Imst,-406242814
29.10.2019,2019,44,Wattens,Innsbruck-Land,-1958151122
29.10.2019,2019,44,Leutasch,Innsbruck-Land,527117029
29.10.2019,2019,44,Brixen im Thale,Kitzbühel,-2020368835
29.10.2019,2019,44,Reutte,Reutte,214716536
29.10.2019,2019,44,Thurn,Lienz,1692678628
29.10.2019,2019,44,Oetz,Imst,521533284
29.10.2019,2019,44,Imst,Imst,-1602489580
29.10.2019,2019,44,Jenbach,Schwaz,-2025248821
29.10.2019,2019,44,Thiersee,Kufstein,1650455986
29.10.2019,2019,44,Hochfilzen,Kitzbühel,725316328
29.10.2019,2019,44,St. Johann in Tirol,Kitzbühel,1686821316
28.10.2019,2019,44,Völs,Innsbruck-Land,75442855
28.10.2019,2019,44,Vomp,Schwaz,-63179964
28.10.2019,2019,44,Ramsau im Zillertal,Schwaz,-1864313219
28.10.2019,2019,44,Mayrhofen,Schwaz,-1003611809
28.10.2019,2019,44,Mutters,Innsbruck-Land,296805082
28.10.2019,2019,44,Völs,Innsbruck-Land,2006558725
28.10.2019,2019,44,Innsbruck,Innsbruck-Stadt,-568184765
28.10.2019,2019,44,Innsbruck,Innsbruck-Stadt,65435102
28.10.2019,2019,44,Kundl,Kufstein,-1547255677
28.10.2019,2019,44,Brixlegg,Kufstein,-822344884
28.10.2019,2019,44,Brixlegg,Kufstein,631850655
28.10.2019,2019,44,Längenfeld,Imst,541005630
27.10.2019,2019,43,Wattens,Innsbruck-Land,-1364484753
27.10.2019,2019,43,Innsbruck,Innsbruck-Stadt,560038501
27.10.2019,2019,43,Roppen,Imst,-178640901
27.10.2019,2019,43,Völs,Innsbruck-Land,-1259888921
27.10.2019,2019,43,Münster,Kufstein,-1457294859
27.10.2019,2019,43,Schwaz,Schwaz,-1165468803
27.10.2019,2019,43,Hippach,Schwaz,110669687
27.10.2019,2019,43,Wattens,Innsbruck-Land,-1122345297
