date,year,week,municipaly,district,hash
24.12.2020,2020,52,Landeck,Landeck,568019458
24.12.2020,2020,52,Hainzenberg,Schwaz,479576250
24.12.2020,2020,52,Kufstein,Kufstein,206090667
24.12.2020,2020,52,Ainet,Lienz,1807343853
24.12.2020,2020,52,Oberperfuss,Innsbruck-Land,-308805182
24.12.2020,2020,52,Langkampfen,Kufstein,1848638787
23.12.2020,2020,52,Langkampfen,Kufstein,495989839
23.12.2020,2020,52,Tristach,Lienz,1768371667
23.12.2020,2020,52,Kössen,Kitzbühel,1385829732
23.12.2020,2020,52,Lienz,Lienz,-644366759
23.12.2020,2020,52,Scharnitz,Innsbruck-Land,1617692013
23.12.2020,2020,52,Zirl,Innsbruck-Land,-2110626668
23.12.2020,2020,52,Zams,Landeck,-1128671938
23.12.2020,2020,52,Brandenberg,Kufstein,-2000178119
23.12.2020,2020,52,Hopfgarten in Defereggen,Lienz,-717626495
23.12.2020,2020,52,Lienz,Lienz,-396915013
23.12.2020,2020,52,Scheffau am Wilden Kaiser,Kufstein,39746442
23.12.2020,2020,52,Jenbach,Schwaz,-511383245
23.12.2020,2020,52,Zell am Ziller,Schwaz,1065796954
23.12.2020,2020,52,Pflach,Reutte,1193367362
23.12.2020,2020,52,Elbigenalp,Reutte,-240143140
23.12.2020,2020,52,Mariastein,Kufstein,-1256182067
22.12.2020,2020,52,Innsbruck,Innsbruck-Stadt,945014420
22.12.2020,2020,52,St. Anton am Arlberg,Landeck,571563902
22.12.2020,2020,52,Lienz,Lienz,-560939045
22.12.2020,2020,52,Ehrwald,Reutte,1164292095
22.12.2020,2020,52,Längenfeld,Imst,-179319039
22.12.2020,2020,52,Schwaz,Schwaz,1216508509
22.12.2020,2020,52,Kramsach,Kufstein,1386731043
22.12.2020,2020,52,Kirchbichl,Kufstein,711088853
22.12.2020,2020,52,Fließ,Landeck,1263495362
22.12.2020,2020,52,Zell am Ziller,Schwaz,-387599008
22.12.2020,2020,52,Kufstein,Kufstein,-1857588697
22.12.2020,2020,52,Aurach bei Kitzbühel,Kitzbühel,919316754
22.12.2020,2020,52,Wattens,Innsbruck-Land,-1220926248
22.12.2020,2020,52,Kufstein,Kufstein,-1789060251
22.12.2020,2020,52,Haiming,Imst,-969316022
21.12.2020,2020,52,Itter,Kitzbühel,335940751
21.12.2020,2020,52,Lienz,Lienz,-467503922
21.12.2020,2020,52,Baumkirchen,Innsbruck-Land,988313548
21.12.2020,2020,52,Ebbs,Kufstein,568242708
21.12.2020,2020,52,St. Johann in Tirol,Kitzbühel,216289791
21.12.2020,2020,52,Virgen,Lienz,-1473350002
21.12.2020,2020,52,Bad Häring,Kufstein,-1246616270
21.12.2020,2020,52,Wattens,Innsbruck-Land,-1561113626
21.12.2020,2020,52,Matrei in Osttirol,Lienz,-1489152672
20.12.2020,2020,51,Amlach,Lienz,-2099887678
20.12.2020,2020,51,Nußdorf-Debant,Lienz,-1479216117
20.12.2020,2020,51,Westendorf,Kitzbühel,-1464380215
20.12.2020,2020,51,Landeck,Landeck,1194453655
20.12.2020,2020,51,Landeck,Landeck,2111173044
20.12.2020,2020,51,Schwendau,Schwaz,-1886661432
20.12.2020,2020,51,Hall in Tirol,Innsbruck-Land,1978991718
20.12.2020,2020,51,Tarrenz,Imst,622986752
20.12.2020,2020,51,Kirchdorf in Tirol,Kitzbühel,-1787594912
20.12.2020,2020,51,Seefeld in Tirol,Innsbruck-Land,-84877101
20.12.2020,2020,51,Zirl,Innsbruck-Land,1384882044
20.12.2020,2020,51,Schwendau,Schwaz,-1433569288
20.12.2020,2020,51,Landeck,Landeck,-275694618
20.12.2020,2020,51,Langkampfen,Kufstein,-538638319
20.12.2020,2020,51,Lienz,Lienz,2074258548
20.12.2020,2020,51,Münster,Kufstein,429343531
20.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,-174484988
20.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,-1757335779
20.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,-511358253
20.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,1181939928
19.12.2020,2020,51,Fließ,Landeck,-921953727
19.12.2020,2020,51,Schönwies,Landeck,-1437976058
19.12.2020,2020,51,Landeck,Landeck,-941900448
19.12.2020,2020,51,Haiming,Imst,1760693991
19.12.2020,2020,51,Steinach am Brenner,Innsbruck-Land,1663345122
19.12.2020,2020,51,Schwoich,Kufstein,746825716
19.12.2020,2020,51,Bad Häring,Kufstein,1833814709
19.12.2020,2020,51,Schwendau,Schwaz,1130242435
19.12.2020,2020,51,Rohrberg,Schwaz,-2139844871
19.12.2020,2020,51,Zell am Ziller,Schwaz,-1337740989
19.12.2020,2020,51,Alpbach,Kufstein,-388608078
19.12.2020,2020,51,Schwaz,Schwaz,-677669243
19.12.2020,2020,51,Mils,Innsbruck-Land,-1727412440
19.12.2020,2020,51,Oetz,Imst,-2055144848
19.12.2020,2020,51,Imst,Imst,-1777562414
19.12.2020,2020,51,Roppen,Imst,-717817975
19.12.2020,2020,51,Trins,Innsbruck-Land,775290531
19.12.2020,2020,51,Oetz,Imst,-1030198612
19.12.2020,2020,51,Thiersee,Kufstein,505788126
19.12.2020,2020,51,Breitenbach am Inn,Kufstein,-1985656550
18.12.2020,2020,51,Ehrwald,Reutte,708194615
18.12.2020,2020,51,St. Johann in Tirol,Kitzbühel,1705595243
18.12.2020,2020,51,Kufstein,Kufstein,-71085625
18.12.2020,2020,51,Kufstein,Kufstein,216848083
18.12.2020,2020,51,Fulpmes,Innsbruck-Land,1903298658
18.12.2020,2020,51,Breitenwang,Reutte,419863526
18.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,1134169306
18.12.2020,2020,51,Jerzens,Imst,1665215182
18.12.2020,2020,51,Kufstein,Kufstein,-511370150
17.12.2020,2020,51,Zirl,Innsbruck-Land,-775217442
17.12.2020,2020,51,Stummerberg,Schwaz,-183540923
17.12.2020,2020,51,Trins,Innsbruck-Land,-178965156
17.12.2020,2020,51,Vils,Reutte,1369732393
17.12.2020,2020,51,Radfeld,Kufstein,-557925278
17.12.2020,2020,51,Karres,Imst,-1121144122
17.12.2020,2020,51,Kirchbichl,Kufstein,-3234452
17.12.2020,2020,51,Prutz,Landeck,-278106527
17.12.2020,2020,51,Thiersee,Kufstein,-1095660726
17.12.2020,2020,51,Landeck,Landeck,-886081382
17.12.2020,2020,51,Thiersee,Kufstein,1633061142
17.12.2020,2020,51,Umhausen,Imst,252388540
17.12.2020,2020,51,Mühlbachl,Innsbruck-Land,-1851103079
17.12.2020,2020,51,Jenbach,Schwaz,-1318653563
17.12.2020,2020,51,Hopfgarten im Brixental,Kitzbühel,-952144826
17.12.2020,2020,51,Kitzbühel,Kitzbühel,119941025
17.12.2020,2020,51,Kufstein,Kufstein,1700459019
17.12.2020,2020,51,St. Johann in Tirol,Kitzbühel,330556823
17.12.2020,2020,51,Kufstein,Kufstein,1658664360
17.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,-1329749801
16.12.2020,2020,51,Thiersee,Kufstein,804426929
16.12.2020,2020,51,Kirchbichl,Kufstein,-1334513012
16.12.2020,2020,51,Sillian,Lienz,-855270147
16.12.2020,2020,51,Ehenbichl,Reutte,-679231258
16.12.2020,2020,51,Kitzbühel,Kitzbühel,-134453782
16.12.2020,2020,51,Assling,Lienz,216848083
16.12.2020,2020,51,Gries am Brenner,Innsbruck-Land,-962811107
16.12.2020,2020,51,Leisach,Lienz,47824221
16.12.2020,2020,51,Musau,Reutte,1129936964
16.12.2020,2020,51,Mühlbachl,Innsbruck-Land,1678689694
15.12.2020,2020,51,Kirchberg in Tirol,Kitzbühel,808421289
15.12.2020,2020,51,Neustift im Stubaital,Innsbruck-Land,800718648
15.12.2020,2020,51,Lienz,Lienz,-883227979
15.12.2020,2020,51,Wörgl,Kufstein,895007155
15.12.2020,2020,51,St. Johann in Tirol,Kitzbühel,-298460764
15.12.2020,2020,51,Völs,Innsbruck-Land,-1123533936
15.12.2020,2020,51,Westendorf,Kitzbühel,802941148
15.12.2020,2020,51,Leisach,Lienz,1123459285
15.12.2020,2020,51,Brixen im Thale,Kitzbühel,-1316392359
15.12.2020,2020,51,Gries am Brenner,Innsbruck-Land,-715664495
15.12.2020,2020,51,Stummerberg,Schwaz,-1759722835
15.12.2020,2020,51,Wörgl,Kufstein,-866251863
15.12.2020,2020,51,Roppen,Imst,1072027164
15.12.2020,2020,51,Wenns,Imst,2026328834
15.12.2020,2020,51,St. Leonhard im Pitztal,Imst,338738558
15.12.2020,2020,51,Kufstein,Kufstein,-174967374
15.12.2020,2020,51,Wängle,Reutte,785078025
15.12.2020,2020,51,Rum,Innsbruck-Land,706361922
15.12.2020,2020,51,Kufstein,Kufstein,-299115529
15.12.2020,2020,51,Ampass,Innsbruck-Land,1335686508
15.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,1640467229
15.12.2020,2020,51,Steinach am Brenner,Innsbruck-Land,-1032551259
15.12.2020,2020,51,Matrei am Brenner,Innsbruck-Land,-1048815987
15.12.2020,2020,51,Fritzens,Innsbruck-Land,-1216291082
15.12.2020,2020,51,Wattens,Innsbruck-Land,-2041268750
15.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,-1241726221
15.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,-302041862
14.12.2020,2020,51,Kufstein,Kufstein,1269525055
14.12.2020,2020,51,Fließ,Landeck,-1916232168
14.12.2020,2020,51,Sölden,Imst,-565277266
14.12.2020,2020,51,Oberperfuss,Innsbruck-Land,1277312800
14.12.2020,2020,51,Kitzbühel,Kitzbühel,-1562617501
14.12.2020,2020,51,Schwaz,Schwaz,-2048613579
14.12.2020,2020,51,Schlitters,Schwaz,1062415466
14.12.2020,2020,51,Schwaz,Schwaz,-1367096298
14.12.2020,2020,51,Tux,Schwaz,902931095
14.12.2020,2020,51,Kufstein,Kufstein,418564322
14.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,462978789
14.12.2020,2020,51,Innsbruck,Innsbruck-Stadt,1287269169
14.12.2020,2020,51,Landeck,Landeck,39603723
14.12.2020,2020,51,Walchsee,Kufstein,-1413795589
13.12.2020,2020,50,Pettnau,Innsbruck-Land,1570105825
13.12.2020,2020,50,St. Johann in Tirol,Kitzbühel,1198156756
13.12.2020,2020,50,Lienz,Lienz,1818089407
13.12.2020,2020,50,Vils,Reutte,-1778085233
13.12.2020,2020,50,Hopfgarten im Brixental,Kitzbühel,-132670881
13.12.2020,2020,50,Zams,Landeck,871819974
13.12.2020,2020,50,Wiesing,Schwaz,1196577176
13.12.2020,2020,50,Fügen,Schwaz,1308249603
13.12.2020,2020,50,Schwaz,Schwaz,785362006
13.12.2020,2020,50,Wattens,Innsbruck-Land,47292168
13.12.2020,2020,50,Schwaz,Schwaz,-615922228
13.12.2020,2020,50,Arzl im Pitztal,Imst,-1917375281
13.12.2020,2020,50,Jerzens,Imst,1455699275
13.12.2020,2020,50,Wiesing,Schwaz,-573128400
12.12.2020,2020,50,Faggen,Landeck,938312577
12.12.2020,2020,50,Virgen,Lienz,-411974346
12.12.2020,2020,50,Innsbruck,Innsbruck-Stadt,395359082
12.12.2020,2020,50,Pfons,Innsbruck-Land,-772149339
12.12.2020,2020,50,Lienz,Lienz,-36710005
12.12.2020,2020,50,Imsterberg,Imst,972391712
12.12.2020,2020,50,Kössen,Kitzbühel,-1884606962
12.12.2020,2020,50,Nikolsdorf,Lienz,-120798262
12.12.2020,2020,50,Sölden,Imst,2048730433
12.12.2020,2020,50,Reutte,Reutte,617582487
12.12.2020,2020,50,Brixen im Thale,Kitzbühel,744540314
12.12.2020,2020,50,Baumkirchen,Innsbruck-Land,-748078829
12.12.2020,2020,50,Schönwies,Landeck,-541345842
12.12.2020,2020,50,Sillian,Lienz,1314332759
11.12.2020,2020,50,St. Johann in Tirol,Kitzbühel,1383135639
11.12.2020,2020,50,Kitzbühel,Kitzbühel,-344990122
11.12.2020,2020,50,Kufstein,Kufstein,1705094962
11.12.2020,2020,50,Scharnitz,Innsbruck-Land,599377981
11.12.2020,2020,50,Hippach,Schwaz,311062747
11.12.2020,2020,50,Jochberg,Kitzbühel,-1643877516
11.12.2020,2020,50,Waidring,Kitzbühel,1873180772
11.12.2020,2020,50,Uderns,Schwaz,-1763822620
11.12.2020,2020,50,Seefeld in Tirol,Innsbruck-Land,-827908540
11.12.2020,2020,50,Hall in Tirol,Innsbruck-Land,924420913
11.12.2020,2020,50,Kitzbühel,Kitzbühel,1314862201
11.12.2020,2020,50,Obernberg am Brenner,Innsbruck-Land,2018988894
11.12.2020,2020,50,Zirl,Innsbruck-Land,-1160861006
11.12.2020,2020,50,Kitzbühel,Kitzbühel,-74150162
11.12.2020,2020,50,Thurn,Lienz,1113376308
11.12.2020,2020,50,Ebbs,Kufstein,241253127
11.12.2020,2020,50,Matrei in Osttirol,Lienz,994186409
11.12.2020,2020,50,Steeg,Reutte,-98769620
11.12.2020,2020,50,Innsbruck,Innsbruck-Stadt,1069850810
11.12.2020,2020,50,Jenbach,Schwaz,1953929947
11.12.2020,2020,50,Reutte,Reutte,1570290801
11.12.2020,2020,50,Innsbruck,Innsbruck-Stadt,-1315809294
11.12.2020,2020,50,Innsbruck,Innsbruck-Stadt,614863016
11.12.2020,2020,50,Kufstein,Kufstein,1920937840
10.12.2020,2020,50,Fieberbrunn,Kitzbühel,-1265593941
10.12.2020,2020,50,Kitzbühel,Kitzbühel,2145316522
10.12.2020,2020,50,St. Johann im Walde,Lienz,-1224912989
10.12.2020,2020,50,Hopfgarten im Brixental,Kitzbühel,-341447497
10.12.2020,2020,50,Leutasch,Innsbruck-Land,-1057694688
10.12.2020,2020,50,Mayrhofen,Schwaz,-1699177665
10.12.2020,2020,50,Finkenberg,Schwaz,-2104569472
10.12.2020,2020,50,Kals am Großglockner,Lienz,338407217
10.12.2020,2020,50,Hopfgarten in Defereggen,Lienz,-1736568852
10.12.2020,2020,50,Brixen im Thale,Kitzbühel,-107990983
10.12.2020,2020,50,Navis,Innsbruck-Land,-926733112
10.12.2020,2020,50,Uderns,Schwaz,-1635245438
10.12.2020,2020,50,Innsbruck,Innsbruck-Stadt,-2062431083
10.12.2020,2020,50,Scharnitz,Innsbruck-Land,-433165534
09.12.2020,2020,50,Pfunds,Landeck,49534998
09.12.2020,2020,50,Kramsach,Kufstein,2057319329
09.12.2020,2020,50,Kufstein,Kufstein,-1753100024
09.12.2020,2020,50,Seefeld in Tirol,Innsbruck-Land,-212302366
09.12.2020,2020,50,Sellrain,Innsbruck-Land,-212612873
09.12.2020,2020,50,St. Anton am Arlberg,Landeck,-1434593279
09.12.2020,2020,50,Waidring,Kitzbühel,951842406
09.12.2020,2020,50,Reutte,Reutte,1818699646
09.12.2020,2020,50,Achenkirch,Schwaz,47199646
09.12.2020,2020,50,Mils,Innsbruck-Land,-1841010454
09.12.2020,2020,50,Längenfeld,Imst,552763224
09.12.2020,2020,50,Innsbruck,Innsbruck-Stadt,-1704324620
09.12.2020,2020,50,Vomp,Schwaz,-610568437
09.12.2020,2020,50,Schlaiten,Lienz,1611150934
09.12.2020,2020,50,Fulpmes,Innsbruck-Land,-1704324620
09.12.2020,2020,50,Hall in Tirol,Innsbruck-Land,-1576235882
09.12.2020,2020,50,Innsbruck,Innsbruck-Stadt,-1198297125
09.12.2020,2020,50,Fritzens,Innsbruck-Land,1594598959
09.12.2020,2020,50,Sillian,Lienz,-528578420
09.12.2020,2020,50,Heinfels,Lienz,-528578420
09.12.2020,2020,50,Innsbruck,Innsbruck-Stadt,-984431369
08.12.2020,2020,50,Heinfels,Lienz,-1598065940
08.12.2020,2020,50,Prutz,Landeck,-27004559
08.12.2020,2020,50,Going am Wilden Kaiser,Kitzbühel,-256754920
08.12.2020,2020,50,St. Johann in Tirol,Kitzbühel,1711942272
08.12.2020,2020,50,Kolsass,Innsbruck-Land,1598817177
08.12.2020,2020,50,Pinswang,Reutte,-1800749723
08.12.2020,2020,50,Hopfgarten im Brixental,Kitzbühel,-1890079933
08.12.2020,2020,50,Wörgl,Kufstein,595529291
08.12.2020,2020,50,Höfen,Reutte,2086642984
08.12.2020,2020,50,Wattens,Innsbruck-Land,227333168
08.12.2020,2020,50,Kufstein,Kufstein,-1027806445
08.12.2020,2020,50,Hopfgarten in Defereggen,Lienz,-860300744
08.12.2020,2020,50,Stans,Schwaz,595106292
08.12.2020,2020,50,Nikolsdorf,Lienz,-723460060
08.12.2020,2020,50,Schönberg im Stubaital,Innsbruck-Land,-817785122
07.12.2020,2020,50,Oetz,Imst,-1653911934
07.12.2020,2020,50,Reutte,Reutte,1218265047
07.12.2020,2020,50,Landeck,Landeck,-268891588
07.12.2020,2020,50,Kössen,Kitzbühel,350476423
07.12.2020,2020,50,Oetz,Imst,927514588
07.12.2020,2020,50,Tösens,Landeck,522727753
07.12.2020,2020,50,Terfens,Schwaz,-13590305
07.12.2020,2020,50,Schwaz,Schwaz,-977109409
07.12.2020,2020,50,Breitenwang,Reutte,-1465253367
07.12.2020,2020,50,Hall in Tirol,Innsbruck-Land,-1505005352
07.12.2020,2020,50,Steinberg am Rofan,Schwaz,-1592900590
07.12.2020,2020,50,Vils,Reutte,-1141921364
07.12.2020,2020,50,Innsbruck,Innsbruck-Stadt,1641797333
07.12.2020,2020,50,Neustift im Stubaital,Innsbruck-Land,-1599370779
07.12.2020,2020,50,Mühlbachl,Innsbruck-Land,-1540460211
07.12.2020,2020,50,Hart im Zillertal,Schwaz,741826547
07.12.2020,2020,50,Achenkirch,Schwaz,2101597778
07.12.2020,2020,50,Brixen im Thale,Kitzbühel,-1888616350
07.12.2020,2020,50,Nassereith,Imst,-1362592520
07.12.2020,2020,50,Fieberbrunn,Kitzbühel,-1888616350
07.12.2020,2020,50,Eben am Achensee,Schwaz,379676239
06.12.2020,2020,49,Kematen in Tirol,Innsbruck-Land,79834415
06.12.2020,2020,49,Aschau im Zillertal,Schwaz,-63178806
06.12.2020,2020,49,Thiersee,Kufstein,185869126
06.12.2020,2020,49,Lienz,Lienz,-1452790899
06.12.2020,2020,49,Imst,Imst,663506068
06.12.2020,2020,49,Stans,Schwaz,-862785814
06.12.2020,2020,49,Fügen,Schwaz,-350049114
06.12.2020,2020,49,St. Johann in Tirol,Kitzbühel,89414295
06.12.2020,2020,49,Fügen,Schwaz,-61587492
06.12.2020,2020,49,Hall in Tirol,Innsbruck-Land,-913029657
06.12.2020,2020,49,Innsbruck,Innsbruck-Stadt,330986302
06.12.2020,2020,49,Kals am Großglockner,Lienz,-750763852
06.12.2020,2020,49,Gschnitz,Innsbruck-Land,-1048679268
06.12.2020,2020,49,Wattens,Innsbruck-Land,-1589994713
05.12.2020,2020,49,Wörgl,Kufstein,1810743704
05.12.2020,2020,49,Gerlos,Schwaz,1065317402
05.12.2020,2020,49,Lienz,Lienz,948883287
05.12.2020,2020,49,Kramsach,Kufstein,389437546
05.12.2020,2020,49,Lienz,Lienz,-2015123833
05.12.2020,2020,49,Schwaz,Schwaz,1871626943
05.12.2020,2020,49,Erl,Kufstein,-512881096
05.12.2020,2020,49,Tobadill,Landeck,52171508
05.12.2020,2020,49,Lienz,Lienz,1588585390
05.12.2020,2020,49,Wörgl,Kufstein,233752688
05.12.2020,2020,49,Assling,Lienz,-1474662285
05.12.2020,2020,49,Strassen,Lienz,-1706821847
04.12.2020,2020,49,Oberperfuss,Innsbruck-Land,1844114932
04.12.2020,2020,49,Grinzens,Innsbruck-Land,-156176313
04.12.2020,2020,49,Leutasch,Innsbruck-Land,676006736
04.12.2020,2020,49,Fügen,Schwaz,746013982
04.12.2020,2020,49,Fieberbrunn,Kitzbühel,518318850
04.12.2020,2020,49,Kirchberg in Tirol,Kitzbühel,1172290560
04.12.2020,2020,49,Oberndorf in Tirol,Kitzbühel,-1365736174
04.12.2020,2020,49,Oetz,Imst,-716956376
04.12.2020,2020,49,Kufstein,Kufstein,-1731845635
04.12.2020,2020,49,Wörgl,Kufstein,-1178013542
04.12.2020,2020,49,Münster,Kufstein,-1004306198
04.12.2020,2020,49,Rum,Innsbruck-Land,-713727105
04.12.2020,2020,49,St. Johann in Tirol,Kitzbühel,-1603301241
04.12.2020,2020,49,Fulpmes,Innsbruck-Land,-2038349215
04.12.2020,2020,49,Jenbach,Schwaz,-937233734
04.12.2020,2020,49,Schwaz,Schwaz,1746218030
04.12.2020,2020,49,Innsbruck,Innsbruck-Stadt,-1695073885
04.12.2020,2020,49,Nußdorf-Debant,Lienz,-885613489
04.12.2020,2020,49,Sautens,Imst,1401519825
03.12.2020,2020,49,Aschau im Zillertal,Schwaz,1576212128
03.12.2020,2020,49,Kitzbühel,Kitzbühel,560313601
03.12.2020,2020,49,St. Johann in Tirol,Kitzbühel,-756742506
03.12.2020,2020,49,Jochberg,Kitzbühel,1833814709
03.12.2020,2020,49,Kirchbichl,Kufstein,-1712932891
03.12.2020,2020,49,Sillian,Lienz,73215558
03.12.2020,2020,49,Landeck,Landeck,1277461959
03.12.2020,2020,49,Uderns,Schwaz,-267290855
03.12.2020,2020,49,Tristach,Lienz,753748859
03.12.2020,2020,49,Schwoich,Kufstein,-1930082977
03.12.2020,2020,49,Schwaz,Schwaz,382073760
03.12.2020,2020,49,Hall in Tirol,Innsbruck-Land,680514791
03.12.2020,2020,49,Kufstein,Kufstein,-410866783
03.12.2020,2020,49,Fritzens,Innsbruck-Land,-1613659697
03.12.2020,2020,49,Trins,Innsbruck-Land,1860656895
03.12.2020,2020,49,Steinach am Brenner,Innsbruck-Land,2003247933
02.12.2020,2020,49,Seefeld in Tirol,Innsbruck-Land,-954032019
02.12.2020,2020,49,Zell am Ziller,Schwaz,-906100163
02.12.2020,2020,49,Kartitsch,Lienz,-1316682418
02.12.2020,2020,49,Ehrwald,Reutte,1928241201
02.12.2020,2020,49,Neustift im Stubaital,Innsbruck-Land,-1317457759
02.12.2020,2020,49,Lienz,Lienz,1841293413
02.12.2020,2020,49,Fließ,Landeck,-383838410
02.12.2020,2020,49,Innervillgraten,Lienz,1462234143
02.12.2020,2020,49,Nußdorf-Debant,Lienz,-973316010
02.12.2020,2020,49,St. Johann in Tirol,Kitzbühel,-298460764
02.12.2020,2020,49,Tannheim,Reutte,890374993
02.12.2020,2020,49,Kundl,Kufstein,770856266
02.12.2020,2020,49,Kufstein,Kufstein,-599906900
02.12.2020,2020,49,Wattens,Innsbruck-Land,-68758269
02.12.2020,2020,49,Ramsau im Zillertal,Schwaz,1027125255
02.12.2020,2020,49,Breitenbach am Inn,Kufstein,-1036686941
02.12.2020,2020,49,Schwaz,Schwaz,-1568178148
02.12.2020,2020,49,Schwaz,Schwaz,-1322064110
02.12.2020,2020,49,Schwaz,Schwaz,803560943
01.12.2020,2020,49,Seefeld in Tirol,Innsbruck-Land,-1951731798
01.12.2020,2020,49,Kematen in Tirol,Innsbruck-Land,1477581563
01.12.2020,2020,49,Landeck,Landeck,1711312330
01.12.2020,2020,49,Kramsach,Kufstein,-1484202655
01.12.2020,2020,49,Wörgl,Kufstein,2139338162
01.12.2020,2020,49,Ampass,Innsbruck-Land,534363834
01.12.2020,2020,49,Leutasch,Innsbruck-Land,-1282086740
01.12.2020,2020,49,Jenbach,Schwaz,-671802164
01.12.2020,2020,49,Fügen,Schwaz,-1258679586
01.12.2020,2020,49,Iselsberg-Stronach,Lienz,1335550481
01.12.2020,2020,49,Kufstein,Kufstein,-2000178119
01.12.2020,2020,49,Lechaschau,Reutte,1708422867
01.12.2020,2020,49,Reutte,Reutte,-1982235576
01.12.2020,2020,49,Niederndorf,Kufstein,-1863806448
01.12.2020,2020,49,Terfens,Schwaz,-2086712527
01.12.2020,2020,49,Kirchbichl,Kufstein,-2063533945
01.12.2020,2020,49,Terfens,Schwaz,1078023784
01.12.2020,2020,49,Volders,Innsbruck-Land,961562226
01.12.2020,2020,49,Steinach am Brenner,Innsbruck-Land,1160314900
30.11.2020,2020,49,Vomp,Schwaz,-829123970
30.11.2020,2020,49,Rattenberg,Kufstein,-1761978426
30.11.2020,2020,49,Lienz,Lienz,1336486689
30.11.2020,2020,49,Reith bei Kitzbühel,Kitzbühel,1193058415
30.11.2020,2020,49,Kirchberg in Tirol,Kitzbühel,246135988
30.11.2020,2020,49,Hopfgarten im Brixental,Kitzbühel,-370729601
30.11.2020,2020,49,Fließ,Landeck,-1923420374
30.11.2020,2020,49,Hainzenberg,Schwaz,1520243277
30.11.2020,2020,49,St. Johann in Tirol,Kitzbühel,1801336955
30.11.2020,2020,49,Schwaz,Schwaz,-1683000846
30.11.2020,2020,49,Hopfgarten im Brixental,Kitzbühel,-464326458
30.11.2020,2020,49,Wildermieming,Innsbruck-Land,1542758621
30.11.2020,2020,49,Langkampfen,Kufstein,959648649
30.11.2020,2020,49,Fulpmes,Innsbruck-Land,-526829207
30.11.2020,2020,49,Lienz,Lienz,-1887751032
30.11.2020,2020,49,Innsbruck,Innsbruck-Stadt,-701783554
30.11.2020,2020,49,Walchsee,Kufstein,-1288590676
30.11.2020,2020,49,Breitenbach am Inn,Kufstein,-615498547
30.11.2020,2020,49,Wörgl,Kufstein,259666393
30.11.2020,2020,49,Reutte,Reutte,1878067618
30.11.2020,2020,49,Lienz,Lienz,-458436590
30.11.2020,2020,49,Baumkirchen,Innsbruck-Land,-619953743
30.11.2020,2020,49,Breitenbach am Inn,Kufstein,345953677
30.11.2020,2020,49,Innsbruck,Innsbruck-Stadt,-1240677386
30.11.2020,2020,49,Sillian,Lienz,-1275261549
29.11.2020,2020,48,Sillian,Lienz,-1513369191
29.11.2020,2020,48,Kössen,Kitzbühel,-965233382
29.11.2020,2020,48,Fügen,Schwaz,278858341
29.11.2020,2020,48,Vomp,Schwaz,-2074463055
29.11.2020,2020,48,Alpbach,Kufstein,887890462
29.11.2020,2020,48,Lienz,Lienz,1058218495
29.11.2020,2020,48,Kössen,Kitzbühel,544112303
29.11.2020,2020,48,Dölsach,Lienz,1328453829
29.11.2020,2020,48,Kitzbühel,Kitzbühel,-1121429346
29.11.2020,2020,48,Bad Häring,Kufstein,1120225091
29.11.2020,2020,48,Höfen,Reutte,582129019
29.11.2020,2020,48,Weißenbach am Lech,Reutte,-1877164213
29.11.2020,2020,48,Bichlbach,Reutte,-277022032
29.11.2020,2020,48,Reutte,Reutte,-623869970
29.11.2020,2020,48,Fritzens,Innsbruck-Land,2092559805
29.11.2020,2020,48,Trins,Innsbruck-Land,40601564
29.11.2020,2020,48,Kramsach,Kufstein,2131383010
29.11.2020,2020,48,Innsbruck,Innsbruck-Stadt,-1060459673
29.11.2020,2020,48,Kufstein,Kufstein,1440706361
28.11.2020,2020,48,Söll,Kufstein,-1221655465
28.11.2020,2020,48,Gschnitz,Innsbruck-Land,953162381
28.11.2020,2020,48,Kundl,Kufstein,-1036686941
28.11.2020,2020,48,Schwaz,Schwaz,-84899502
28.11.2020,2020,48,Itter,Kitzbühel,-1496391361
28.11.2020,2020,48,Gries am Brenner,Innsbruck-Land,-463942278
28.11.2020,2020,48,Lienz,Lienz,-1430131637
28.11.2020,2020,48,Bad Häring,Kufstein,-96557909
28.11.2020,2020,48,Arzl im Pitztal,Imst,-1137964530
28.11.2020,2020,48,Zams,Landeck,204553180
28.11.2020,2020,48,Prägraten am Großvenediger,Lienz,-646602971
28.11.2020,2020,48,Leutasch,Innsbruck-Land,-1810418719
28.11.2020,2020,48,Vals,Innsbruck-Land,813305140
28.11.2020,2020,48,Fügenberg,Schwaz,1144798504
28.11.2020,2020,48,Sillian,Lienz,-1627433344
28.11.2020,2020,48,St. Johann in Tirol,Kitzbühel,-180993426
28.11.2020,2020,48,Telfes im Stubai,Innsbruck-Land,-1377295130
28.11.2020,2020,48,Lienz,Lienz,1933766127
28.11.2020,2020,48,Ehenbichl,Reutte,524300858
